scorer,full_name,similarity,token_compare
Valentin Stocker,Valentin Stocker,1,TRUE
Abdou Traoré,Abdou Razack Traoré,0.774193548,TRUE
Joe Ledley,Joe Lolley,0.8,FALSE
Vladimir Edouard,Odsonne Edouard,0.580645161,FALSE
Hörður Björgvin Magnússon,Hörður Björgvin Magnússon,1,TRUE
Paul Wade,Paul Nardi,0.736842105,FALSE
Lucas Barrios,Lucas Barrios,1,TRUE
Raymond Davelaar,Ron Vlaar,0.64,FALSE
Steven Naismith,Steven Naismith,1,TRUE
Francesco Acerbi,Francesco Vicari,0.8125,FALSE
Julio Ramírez,Juan Edgardo Ramírez,0.666666667,FALSE
Marcílio Alves da Silva,Jaílton Alves Miranda,0.590909091,FALSE
John Egan,John Egan,1,TRUE
Jakob Johansson,Jakob Johansson,1,TRUE
Peter Millar,Pere Milla Peña,0.666666667,FALSE
Gustavo Gómez,Gustavo Rafael Lobateiro Gomes,0.511627907,FALSE
Ezequiel Lavezzi,Ezequiel Osvaldo Cerutti,0.6,FALSE
Wesley Sonck,Wesley Saïd,0.695652174,FALSE
Panagiotis Tachtsidis,Panagiotis Tachtsidis,1,TRUE
Jaime Riveros,Jake Livermore,0.666666667,FALSE
Tomáš Oravec,Tomáš Horava,0.75,FALSE
Cor van der Gijp,Gregory van der Wiel,0.666666667,TRUE
Cassim Langaigne,Casimir Ninga,0.620689655,FALSE
Benjamin Fischer,Benjamin Chris Meseira Zonta,0.590909091,FALSE
Guillermo Ramírez,Wuilker Faríñez,0.625,FALSE
Marcelo Martins Moreno,Marcelo Martins Moreno,1,TRUE
Marcell Jansen,Marc Cucurella Saseta,0.628571429,FALSE
Juan Sebastián Verón,Mario Sebastián Viera Galain,0.666666667,FALSE
Cristian Chivu,Christian Chimino,0.774193548,FALSE
Jürgen Damm,Jelle Van Damme,0.615384615,FALSE
Johnny Crossan,Jonny Howson,0.692307692,FALSE
Bruno Alves,Bruno Eduardo Regufe Alves,0.594594595,TRUE
Fredrik Jensen,Frederik Hillesborg Sørensen,0.619047619,FALSE
Bruno Martins Indi,Bruno Martins Indi,1,TRUE
Pascal Ochieng,Pasquale Schiattarella,0.555555556,FALSE
Vicente Guillot,Vincent Le Goff,0.666666667,FALSE
George Mallia,George Saville,0.740740741,FALSE
Marcelo Nascimento da Costa,Wenderson Nascimento Galeno,0.592592593,FALSE
Gelson Fernandes,Jeferson Fernandes Macedo,0.682926829,FALSE
Carlos Salcido,Saúl Salcedo,0.692307692,FALSE
Nuno Miguel Monteiro Rocha,Bruno Miguel Boialvo Gaspar,0.603773585,FALSE
Michael Baur,Michael David Barrios Puerta,0.6,FALSE
Anastasios Bakasetas,Anastasios Bakasetas,1,TRUE
Marvin Elliott,Marvin Knoll,0.692307692,FALSE
Luís Oliveira,Jules Olivier Ntcham,0.606060606,FALSE
Christian Matthey,Christian Mathenia,0.857142857,FALSE
Juan Carlos Mariño,Juliano Wagner Mascarinhas Concp.,0.509803922,FALSE
Cheikh Ndour,Cheick Doukouré,0.666666667,FALSE
Emilio Nsue,Emiliano Buendía,0.666666667,FALSE
Gustavo Vassallo,Gustavo Rafael Outomouro Tófoli,0.510638298,FALSE
José João Pereira,Diogo José Rosário Gomes Figueiras,0.509803922,FALSE
No Match,Vasco Herculano Salgado Cunha Mango Fernandes,0.466666667,FALSE
Olivier Niere,Olivier Veigneau,0.689655172,FALSE
Andreas Christensen,Anders Christiansen,0.842105263,FALSE
Kamilou Daouda,Camilo Mayada,0.666666667,FALSE
Gabriel Torje,Gabriel Andrei Torje,0.787878788,TRUE
Riki van Steeden,Mike van der Hoorn,0.588235294,FALSE
Jérémy Ménez,Jérémy Pied,0.695652174,FALSE
Scott Brown,Scott  Carson,0.75,FALSE
Dieumerci Mbokani,Dieumerci N'Dongala,0.666666667,FALSE
Amir Abrashi,Amir Abedzadeh,0.692307692,FALSE
Sebastian Larsson,Sebastian Larsson,1,TRUE
Jacek Góralski,Jacek Góralski,1,TRUE
Alvaro José Rodrigues Valente,Ángelo José Rodríguez Henry,0.642857143,FALSE
Luciano Narsingh,Luciano Narsingh,1,TRUE
Félix Arambulo,Félix Eboa Eboa,0.620689655,FALSE
Bruno Ecuele Manga,Bruno Miguel Semedo Varela,0.590909091,FALSE
Kevin Edward,Kevin Möhwald,0.72,FALSE
Cristian Gil,Cristiano da Silva,0.733333333,FALSE
Stefano Fiore,Stefan Frei,0.833333333,FALSE
Karim Bellarabi,Kerim Mrabti,0.666666667,FALSE
Fritz Walter,Moritz Bauer,0.666666667,FALSE
Paolo Guerrero,Álvaro José Jiménez Guerrero,0.571428571,FALSE
Alexander Tettey,Alexander Büttner,0.787878788,FALSE
Alexander Viveros,Bruno Alexandre Vieira Almeida,0.553191489,FALSE
Jaime Arrascaita,Jaime Andrés Valdés Zapata,0.619047619,FALSE
Roger Martínez,Román Fernando  Martínez,0.684210526,FALSE
Tim Bredbury,Tim Krul,0.6,FALSE
Tarik Elyounoussi,Tarik Elyounoussi,1,TRUE
Federico Vairo,Federico Barba,0.785714286,FALSE
Hassan Mudhafar,Hany Mukhtar,0.666666667,FALSE
Carlos Hernández,Carlos Hernández Alarcón,0.8,TRUE
Gilberto dos Santos,Samir Caetano de Souza Santos,0.583333333,FALSE
Juan Carlos Salvini,Juan Carlos Real Ruiz,0.75,TRUE
Martin Samuelsen,Maarten Stekelenburg,0.611111111,FALSE
Kevin Moran,Kevin Long,0.761904762,FALSE
Pedro Rocha,Pedro Rocha Neves,0.785714286,TRUE
Orlando Maturana,Máximo Orlando Banguera Valdiviezo,0.52,FALSE
Dominique da Silva,Diego Hipólito da Silva Lopes,0.553191489,TRUE
Santiago Acasiete,Santiago Juan Gentiletti Selak,0.595744681,FALSE
Jordan Henderson,Dean Henderson,0.8,FALSE
Andrés Mendoza,Andrés Chávez,0.666666667,FALSE
Édgar Barreto,Édgar Osvaldo Barreto Cáceres,0.619047619,TRUE
Gustavo Poyet,Gustavo Toledo,0.740740741,FALSE
Luis Gabriel Rey,Lucas Ariel Boyé,0.625,FALSE
Valeri Qazaishvili,Valeri  Qazaishvili,0.972972973,TRUE
Billy Hamilton,Bill Hamid,0.75,FALSE
Miguel Veloso,Miguel Luís Pinto Veloso,0.702702703,TRUE
Milad Mohammadi,Munir Mohand Mohamedi,0.666666667,FALSE
Carlos Vidal,Jaïro Riedewald,0.592592593,FALSE
Nigel de Jong,Siem de Jong,0.8,TRUE
Riccardo Orsolini,Riccardo Orsolini,1,TRUE
David Platt,David Pavelka,0.75,FALSE
Marc Degryse,Brecht Dejaegere,0.571428571,FALSE
Pervis Estupiñán,Sherman Andrés Cárdenas Estupiñán,0.530612245,FALSE
Marek Koźmiński,Marcin Kaminski,0.666666667,FALSE
Etienne Bito'o,Étienne Didot,0.666666667,FALSE
Merih Demiral,Merih Demiral,1,TRUE
Douglas Sequeira,Douglas Arthur Armeira Bahia,0.590909091,FALSE
Christian Perez,Kristian Pedersen,0.75,FALSE
Marcelo Oliveira,Jorge Marco de Oliveira Moraes,0.608695652,FALSE
Marco Antonio Mendoza,Edgar Antonio Méndez Ortega,0.666666667,FALSE
Granit Xhaka,Taulant Xhaka,0.72,FALSE
Daniel Passarella,Dídac Vilá Rosselló,0.555555556,FALSE
José João Pereira,José Diogo Dalot Teixeira,0.619047619,FALSE
Timothy Weah,Timothy Evans Fosu-Mensah,0.594594595,FALSE
Nicolas Vallar,Ailton Jonas Valpaços Salazar,0.511627907,FALSE
Fernando Manuel Co,Fernando Manríquez,0.777777778,FALSE
Edixon Perea Valencia,Michael Jhon Ander Rangel Valencia,0.581818182,FALSE
Rubén Marcos,Rubén García Santos,0.709677419,FALSE
Peter Larsson,Per Karlsson,0.8,FALSE
Martín Palermo,Martín Nervo,0.769230769,FALSE
Hamad Al Harbi,Hamdi Harbaoui,0.714285714,FALSE
Federico Vairo,Federico Dionisi,0.733333333,FALSE
André Abegglen,Andrés Ibargüen,0.689655172,FALSE
John Connelly,Jack O'Connell,0.666666667,FALSE
Christian Callejas,Christian Clemens,0.8,FALSE
José Walter Roque,Élton José Xavier  Gomes,0.536585366,FALSE
Ludovic Sané,Ludovic Baal,0.75,FALSE
Adam Buksa,Adem Büyük,0.6,FALSE
Víctor Rogelio Ramos,Víctor Rodríguez Romero,0.697674419,FALSE
Tom Lawrence,Tom Ince,0.7,FALSE
Christophe Bonvin,Christopher Buchtmann,0.736842105,FALSE
Nathan Burns,Gaëtan Bussmann,0.592592593,FALSE
Mattia Destro,Matías Dituro,0.692307692,FALSE
José Ramos Delgado,Alexis Ruano Delgado,0.684210526,FALSE
Antonio dos Santos,Ivo Tiago dos Santos Rodrigues,0.583333333,TRUE
Ivan Buljan,Iván Balliu Campeny,0.533333333,FALSE
Kentoine Jennings,Rouwen Hennings,0.625,FALSE
Matías Campos,Matías Britos,0.692307692,FALSE
Robert Morales,Roberto Torres Morales,0.777777778,FALSE
Mario Zanabria,Mapou Yanga-Mbiwa,0.64516129,FALSE
Tiago Mendes,Tiago Magalhães de Sá,0.606060606,FALSE
Oliver Makor,Oliver Sorg,0.782608696,FALSE
Geraldo José da Silva,Gabriel Moisés Antunes da Silva,0.576923077,TRUE
Daniel Braaten,Daniel Raba Antolin,0.666666667,FALSE
Brian Onyango,Brian Lozano,0.72,FALSE
Vinícius Júnior,Vinicius Lúcio Cardenha Caeiro,0.533333333,FALSE
Jeffrey Talan,Jeffrey Schlupp,0.642857143,FALSE
Julio César Britos,Júlio César Pires Feitosa,0.744186047,FALSE
Andreas Andersson,André Geraldes de Barros,0.585365854,FALSE
Mauricio Ramos,Óscar Mauricio Opazo Lara,0.564102564,FALSE
Stefano Eranio,Stefanos Kapino,0.75862069,FALSE
Ferran Torres,Ferrán Torres García,0.727272727,FALSE
Claudiu Keșerü,Claudiu Andrei Ke?erü,0.742857143,FALSE
Michael Stocklasa,Michael Santos,0.774193548,FALSE
Filip Novák,Filip Novák,1,TRUE
Karel Jarolím,Karl Darlow,0.666666667,FALSE
Famara Diédhiou,Famara Diedhiou,0.933333333,FALSE
Vegard Forren,Vegard Forren,1,TRUE
Federico Vairo,Federico Mattiello,0.75,FALSE
Sebastián Pérez Cardona,Omar Sebastián Pérez,0.697674419,TRUE
Tol Kimchi,Tolga Cigerci,0.608695652,FALSE
Carsten Ramelow,Bart Ramselaar,0.620689655,FALSE
Clinton N'Jie,Clinton Mua N'Jie,0.866666667,TRUE
Adelardo Rodríguez,Andy Aryel Najar Rodríguez,0.727272727,FALSE
Reinhold Hintermaier,Reinhold Yabo,0.606060606,FALSE
Geoff Cameron,Geoff Cameron,1,TRUE
Kévin Constant,Kévin Monnet-Paquet,0.666666667,FALSE
Ezequiel Lavezzi,Ezequiel Unsain,0.709677419,FALSE
Alexander Hleb,Alexander Walke,0.827586207,FALSE
Roberto Juan Martínez,Alberto Cifuentes Martínez,0.723404255,FALSE
MaNicolás Oliveratias Almeyda,Marcos Alam Paneira Almeida,0.607142857,FALSE
Luis Alfonso Rodríguez,Luis Alfonso Rodríguez Alanís,0.862745098,TRUE
Geovani Faria da Silva,Diego Farías da Silva,0.744186047,TRUE
José Parodi,Josip Pivaric,0.666666667,FALSE
Jon Kwang-ik,??? Ui Jo Hwang,0.518518519,FALSE
Fyodor Kudryashov,Fedor Kudryashov,0.909090909,FALSE
David Firisua,Luis David Couprins Acuna,0.578947368,FALSE
Heiko Westermann,Niko Gießelmann,0.64516129,FALSE
Massimo Luongo,Massimo  Luongo,0.965517241,TRUE
Emmanuel Feseha,Flavio Emmanuel Lopes Paixão,0.558139535,FALSE
Héctor Hernández,Aitor Fernández,0.774193548,FALSE
Tim Stevens,Enda Stevens,0.695652174,FALSE
Pape Abou Cissé,Pape Abou Cissé,1,TRUE
Emilio Mora,Emil Krafth,0.636363636,FALSE
Ryan Fraser,Ryan Fredericks,0.692307692,FALSE
Rodrigo Palacio,Rodrigo Galo Brito,0.727272727,FALSE
Pablo Cardozo,Neri Raúl Cardozo,0.666666667,FALSE
Onel Hernández,Onel Lázaro Hernández Mayea,0.682926829,TRUE
Federico Bernardeschi,Frederico Peter Cabral Bardini,0.588235294,FALSE
Sergio Cervato,Sergio Javier Vittor,0.647058824,FALSE
Ali Maher,Adam Maher,0.736842105,FALSE
Gastón Silva,Gastón Silva,1,TRUE
Carlos Andrés Sánchez,Claudio Andrés Baeza Baeza,0.553191489,FALSE
Alexsandro de Souza,André Alexandre Carreira Sousa,0.612244898,FALSE
Philippe Clement,Phillipp Klement,0.875,FALSE
Álvaro Murillo,Álvaro Vadillo Cifuentes,0.578947368,FALSE
Joel Antônio Martins,Jesús Antonio Molina Granados,0.571428571,FALSE
Mamadou Zongo,Mamadou Loum,0.72,FALSE
Alirou Rachidou,Uroš Racic,0.56,FALSE
Federico Chiesa,Federico Macheda,0.774193548,FALSE
Javier Manjarín,Javier Manquillo Gaitán,0.631578947,FALSE
Jhon Murillo,Marco Jhonnier Pérez Murillo,0.6,FALSE
José Manuel Contreras,Jaime Tomás Abravanel Mestres,0.52,FALSE
Enrique Ávalos,Enrique Gallego Puigsech,0.631578947,FALSE
Luis Flores,Luis Milla Manzanares,0.5625,FALSE
Josué Anunciado de Oliveira,Diego Queiroz de Oliveira,0.615384615,TRUE
Sutee Suksomkit,Steven Skrzybski,0.64516129,FALSE
Jamie Ward,Joel Ward,0.736842105,FALSE
Porfirio Jiménez,Víctor Danilo Cantillo Jiménez,0.565217391,FALSE
Chris Lawler,Chris Löwe,0.818181818,FALSE
Yevhen Seleznyov,Yevhen Seleznyov,1,TRUE
Eduardo Fernando Gomes,Evanildo Fernandes Gomes,0.782608696,FALSE
Zoltán Kovács,István Kovács,0.769230769,FALSE
Esteban Paredes,Esteban Andres Pavez Suazo,0.536585366,FALSE
Lucas Biglia,Luca Siligardi,0.615384615,FALSE
Matt Miazga,Matt Miazga,1,TRUE
Roberto Ayala,Roger Assalé,0.64,FALSE
Pajtim Kasami,Pajtim Kasami,1,TRUE
Fernando Manuel Co,Francisco Manuel Rico Castro,0.652173913,FALSE
João Carlos dos Santos,Carlos dos Santos Rodrigues,0.693877551,TRUE
Karim Bagheri,Diego Braghieri,0.642857143,FALSE
Boštjan Cesar,Boštjan Cesar,1,TRUE
Jelle Vossen,Jelle Vossen,1,TRUE
Domingo Pérez,Damián Pérez,0.8,FALSE
Dorin Goian,Dorian Dessoleil,0.592592593,FALSE
Pedro Eugenio Callá,Pedro Miguel Cunha Sá,0.6,FALSE
Michael Krohn-Dehli,Michael Krohn-Dehli,1,TRUE
Ryan Nelsen,Ryan Kent,0.7,FALSE
Joshua Kennedy,Jonjoe Kenny,0.615384615,FALSE
Gideon Tish,Gideon Jung,0.636363636,FALSE
Raphaël Guerreiro,Raphaël Nuzzolo,0.625,FALSE
Edward Acquah,Afriyie Acquah,0.592592593,FALSE
Miguel Ángel Neira,Miguel Ángel Guerrero Martín,0.695652174,TRUE
Dan Coe,Davy Roef,0.625,FALSE
Osvaldo de Oliveira,David Braz de Oliveira Filho,0.595744681,TRUE
Eren Derdiyok,Eren Derdiyok,1,TRUE
Juan Manuel Funes,Juan Ezequiel Cuevas,0.648648649,FALSE
Alejandro Romero Gamarra,Alejandro Bergantiños García,0.653846154,FALSE
Mikkel Damsgaard,Mikel Vesga Arruti,0.588235294,FALSE
Kamil Grosicki,Kamil Grosicki,1,TRUE
Kristofer Hæstad,Kristoffer Vassbakk Ajer,0.6,FALSE
Darío Lezcano,Gastón Lezcano,0.666666667,FALSE
Andreas Malin,André Renato Soares Martins,0.6,FALSE
Sergio Cervato,Sergio Ezequiel Araújo,0.611111111,FALSE
Shane Long,Shane  Long,0.952380952,TRUE
Jérémy Doku,Jérémy Sorbon,0.666666667,FALSE
Gerd Weber,Adam Webster,0.636363636,FALSE
Manuel Alonso,Samuel Sáiz Alonso,0.709677419,FALSE
Mario Martínez,Marc Muniesa Martínez,0.742857143,FALSE
José Gómez,Moisés Gómez Bordonado,0.5625,FALSE
Nathaniel Lepani,Welthon Fiel Sampaio,0.555555556,FALSE
Paulo da Silva,Camilo da Silva Sanvezzo,0.631578947,TRUE
Charles Hertig,Enaldo Charles Toxeto Reis,0.55,FALSE
Julio Gallardo,Jesús Gallardo,0.714285714,FALSE
Francisco Lojacono,Franco Soldano,0.6875,FALSE
Jaime Castrillón,Luis Jan Piers Advíncula Castrillón,0.588235294,FALSE
Harry Duggan,Barry Douglas,0.72,FALSE
Rodolfo Carvajal,Rodolfo Cota Robles,0.628571429,FALSE
Octavio Sergio da Costa,Ricardo Miguel Moreira da Costa,0.592592593,TRUE
Joe Jordan,Joe  Bryan,0.7,FALSE
Martin Hinteregger,Lukas Hinterseer,0.647058824,FALSE
Jorge Monge,Jorge Miramón Santagertrudis,0.512820513,FALSE
Juan Manuel Funes,Juan Manuel Iturbe Arévalo,0.651162791,TRUE
Laurent Blanc,Laurent Ciman,0.769230769,FALSE
Bernard Chanda,Renaud Cohade,0.666666667,FALSE
Alberto Gallardo,Alberto De La Bella Madureño,0.636363636,FALSE
Óscar Romero,Óscar Plano Pedreño,0.64516129,FALSE
Ove Grahn,Lee Grant,0.666666667,FALSE
Gustavo Cuéllar,Gustavo Ezequiel Blanco Leschuk,0.52173913,FALSE
Peter Ouma,Peter Žulj,0.7,FALSE
Paulo Dybala,Paolo Duval Goltz,0.551724138,FALSE
Sébastien Vorbe,Sébastien Corchia,0.75,FALSE
Valentin Stocker,Valentin Rosier,0.774193548,FALSE
Mehmet Türkkan,Mehmet Zeki Çelik,0.580645161,FALSE
Brian Flynn,Brahian Alemán,0.64,FALSE
Dejan Jakovic,Danny Vukovic,0.692307692,FALSE
Sonni Nattestad,Sonny Kittel,0.592592593,FALSE
Leandro Barreiro,Wanderson  Souza Carneiro,0.585365854,FALSE
José Pedro Fuenzalida,José Pedro Fuenzalida,1,TRUE
Yannick Bolasie,Yannick Bolasie Yala,0.857142857,TRUE
Andreas Bjelland,Andreas Bjelland,1,TRUE
Henning Jensen,Mike Lindemann Jensen,0.571428571,FALSE
Oleksandr Zinchenko,Oleksandr Zinchenko,1,TRUE
Angelo Domenghini,Angelo Fulgini,0.709677419,FALSE
Jordan Ayew,Jordon  Ibe,0.636363636,FALSE
Christian Bassogog,Christian Bassogog,1,TRUE
Jordan Morris,Jordan Ferri,0.8,FALSE
Arouna Koné,Arouna Koné,1,TRUE
Juan Carlos Sánchez,Juan Manuel Sánchez Miño,0.697674419,TRUE
Heinz Lüdi,Heinz Lindner,0.695652174,FALSE
Fernando Kanapkis,Fernando Matías Zampedri,0.634146341,FALSE
Aluísio Francisco da Luz,Diego Francisco Viera Ruiz Díaz,0.618181818,FALSE
Roman Hubník,Roman Hubník,1,TRUE
James Rodríguez,Lucas Rodríguez,0.8,FALSE
Carlos Chavarría,Pablo Chavarría,0.838709677,FALSE
Ante Juric,Ante Coric,0.8,FALSE
Cyle Larin,Cyle Larin,1,TRUE
Raymond Valette,Simon Falette,0.714285714,FALSE
Dominic Gabriel,Dominick Drexler,0.709677419,FALSE
Tomasz Kędziora,Tomasz Kedziora,0.933333333,FALSE
Chancel Mbemba,Chancel Mbemba,1,TRUE
José Vicente Balseca,Damien Vincent Denis Le Tallec,0.52,FALSE
Jorge Amado Nunes,Ricardo Jorge Novo Nunes,0.634146341,TRUE
Risdianto,Ridgeciano Haps,0.583333333,FALSE
Marcelino Bernal,Marco Aurelio Etxeberría,0.6,FALSE
Emmanuel Maboang,Lucas Emanuel Gamba,0.628571429,FALSE
Romaine Sawyers,Romain Jules Salin,0.606060606,FALSE
José Filipe Correia Semedo,Andrés Felipe Correa Osorio,0.603773585,FALSE
Kiril Milanov,Virgil  Misidjan,0.620689655,FALSE
Guillermo Barbadillo,Guillermo Burdisso,0.789473684,FALSE
Florent Hadergjonaj,Florent Hadergjonaj,1,TRUE
Alejandro Moreno,Alexandre Moreno Lopera,0.717948718,FALSE
Agustín Delgado,Agustín Daniel Rossi,0.685714286,FALSE
Marvin Baudry,Marvin Bakalorz,0.714285714,FALSE
Gabriel Torres,Gabriel Vasconelos Ferreira,0.585365854,FALSE
Ivaylo Chochev,Ivaylo Chochev,1,TRUE
Yohan Cabaye,Yoan Cardinale,0.692307692,FALSE
Stephen Ward,Stephen Ward,1,TRUE
Charly Musonda,Charly Musonda Junior,0.8,TRUE
Stephen Keshi,Jack Stephens,0.615384615,FALSE
Jimmy Gatete,João Jimmy Plata Cotera,0.571428571,FALSE
Alexander Isak,Alexander Hack,0.857142857,FALSE
Alejandro Guerra,Alejandro Bedoya,0.75,FALSE
Luis Martínez,Lisandro Martínez,0.8,FALSE
Laurent Depoitre,Laurent Depoitre,1,TRUE
Adama Traoré,Adama Traoré Diarra,0.774193548,TRUE
Adolfo Magallanes,Adolfo Heitor Padilha Alves,0.545454545,FALSE
Juan Cayasso,Juan Musso,0.727272727,FALSE
Adelardo Rodríguez,Ayron Del Valle Rodríguez,0.651162791,FALSE
John McGinn,John McGinn,1,TRUE
Christian Benítez,Cristian Benavente,0.8,FALSE
Oscar Hiljemark,Oscar Hiljemark,1,TRUE
Yatma Diop,Makhete Diop,0.636363636,FALSE
Juan Carreño López,Wilson David Morelo López,0.558139535,FALSE
Mario Moreno,Mikel Rico Moreno,0.689655172,FALSE
Fernando Couto,Arnaud Souquet,0.571428571,FALSE
Darío Franco,Darko Brasanac,0.692307692,FALSE
Lucas Neill,Lucas Villafañez,0.666666667,FALSE
Bruno Miranda,Bruno Ferreira Bonfim,0.588235294,FALSE
Gastón Giménez,Gastón Giménez,1,TRUE
Francisco Javier Rodríguez,Gonzalo Javier Rodríguez,0.76,TRUE
Carlos Castro Borja,Carlos Carmona Bonet,0.717948718,FALSE
Mark Bresciano,Marc Navarro Ceciliano,0.611111111,FALSE
Victor Moreland,Victorino M. Magela Sá,0.594594595,FALSE
Sibusiso Vilakazi,Sibusiso Vilakazi,1,TRUE
Joe Bell,Joe Ralls,0.705882353,FALSE
Felix Katongo,Felix Bastians,0.666666667,FALSE
Jacob Bruun Larsen,Jacob Bruun Larsen,1,TRUE
Raúl Pérez,Rafael Pérez,0.818181818,FALSE
Jake Gosling,Dan Gosling,0.782608696,FALSE
Jean-Philippe Saïko,Jean-Philippe Mateta,0.769230769,FALSE
Fares Aouni,Faris Haroun,0.695652174,FALSE
Carlos Manuel,Carlos Manuel Cardoso Mané,0.666666667,TRUE
Gonzalo Martínez,Gonzalo Montiel,0.709677419,FALSE
Alexandru Mitriță,Alexandru Ionut Mitrita,0.75,FALSE
Ambroise Oyongo,Ambroise Oyongo Bitolo,0.810810811,TRUE
Jonathan Kodjia,Jonathan Kodjia,1,TRUE
Milan Škoda,Milan Škoda,1,TRUE
Stefano Cincotta,Stefano Okaka Chuka,0.571428571,FALSE
Craig Foster,Fraser Forster,0.692307692,FALSE
Andriy Shevchenko,Andrey Eshchenko,0.787878788,FALSE
Aaron Long,Aaron Long,1,TRUE
Vincent Guérin,Vincent Laurini,0.827586207,FALSE
Sebastian Prödl,Sebastian Prödl,1,TRUE
Sergio Barila,Sergio Floccari,0.714285714,FALSE
Vassilios Tsiartas,Vasilios Barkas,0.787878788,FALSE
André Kana-Biyik,Jean-Armel Kana-Biyik,0.702702703,FALSE
Emmanuel Emenike,Emmanuel Dennis,0.774193548,FALSE
Serginho Chulapa,Sabin Merino Zuloaga,0.611111111,FALSE
Romain Saïss,Romain Saïss,1,TRUE
Ibrahim Sangaré,Ibrahim Sangaré,1,TRUE
Paul Lambert,Calum Chambers,0.615384615,FALSE
Stefan Johansen,Stefan Marius Johansen,0.810810811,TRUE
Dame N'Doye,Dame N'Doye,1,TRUE
Roger Guerreiro,Roger Krug Guedes,0.625,FALSE
Neil Slatter,Neil Etheridge,0.615384615,FALSE
Allan Oviedo,Alan Pulido,0.695652174,FALSE
Anthony Lozano,Anthony Briançon,0.733333333,FALSE
Papa Camara,Pape Maly Diamanka,0.620689655,FALSE
Miguel González,Enrique González Casín,0.648648649,FALSE
Ricardo Oliveira,Anderson Patric Aguiar Oliveira,0.553191489,FALSE
Ramón Mariano,Romain Amalfitano,0.6,FALSE
Ismael Rivero,Ismael Patrice Koné,0.625,FALSE
Luis Galeano,Lewis Grabban,0.64,FALSE
David Limberský,David Limberský,1,TRUE
Mika Nurmela,Mykyta Burda,0.583333333,FALSE
Brandley Kuwas,Bradley Dack,0.692307692,FALSE
Steve Morison,Sean Morrison,0.769230769,FALSE
Adrian Mariappa,Adrian Mariappa,1,TRUE
Teófilo Gutiérrez,William José Tesillo Gutiérrez,0.638297872,FALSE
Ferran Torres,Juan Torres Ruiz,0.620689655,FALSE
Marco Streller,Marc Stendera,0.740740741,FALSE
Bruno Mora,Bruno Saltor Grau,0.666666667,FALSE
Andreas Niniadis,Andreas Gianniotis,0.764705882,FALSE
Maksim Bardachov,Matías Zaracho,0.666666667,FALSE
Mauricio Isla,Mauricio Lemos Merladet,0.666666667,FALSE
Alfred Aston,Alfie Mawson,0.666666667,FALSE
Roger Martínez,Roger Martínez,1,TRUE
Théophile Speicher,Kévin Théophile-Catherine,0.558139535,FALSE
Zainal Abidin Hassan,Zainadine Chavango Júnior,0.533333333,FALSE
Daniel Imbert,Daniel Amartey,0.740740741,FALSE
Michael Ngadeu-Ngadjui,Michael Ngadeu-Ngadjui,1,TRUE
Youssef En-Nesyri,Youssef En-Nesyri,1,TRUE
Guilherme Afonso,Guilherme Arana Lopes,0.702702703,FALSE
Ivan Matteoni,Ivan Santini,0.72,FALSE
Artem Besyedin,Artem Besedin,0.962962963,FALSE
Luis Aragonés,Luiz Araújo,0.666666667,FALSE
Themistoklis Nikolaidis,Temitayo Olufisayo Olaoluwa Aina,0.509090909,FALSE
Alan Vest,Albian Ajeti,0.666666667,FALSE
Ignacio Prieto,Ignacio Pussetto,0.8,FALSE
Alan Browne,Alan Browne,1,TRUE
Guus Til,Guus Til,1,TRUE
Bruno Versavel,Birger Verstraete,0.580645161,FALSE
Victor Karpenko,Vitor Frezarin Bueno,0.628571429,FALSE
Miloš Šestić,Miloš Jojic,0.608695652,FALSE
Kelvin Mutale,Levin Öztunali,0.592592593,FALSE
Pedro Lago,Pedro Bigas Rigo,0.692307692,FALSE
Rafael Granados,Rafael Cabral Barbosa,0.666666667,FALSE
José Ángel Iribar,José Ángel Crespo Rincón,0.634146341,TRUE
Carlos Aguilera,Pardo Aguedar,0.642857143,FALSE
Omar Traoré,Hamari Traoré,0.833333333,FALSE
Simon Davies,Simon Deli,0.727272727,FALSE
Jorge Andrade,Yeimar Pastor Gómez Andrade,0.55,FALSE
Matt Ritchie,Mats Rits,0.666666667,FALSE
Miguel Ángel Neira,Miguel Ángel Britos Cabrera,0.711111111,TRUE
Adis Jahović,Adis Jahovic,0.916666667,FALSE
Declan Rice,Declan Rice,1,TRUE
Alejandro Chumacero,Alejandro Saúl Chumacero Bracamonte,0.703703704,TRUE
Gilberto dos Santos,Ewerton José Almeida Santos,0.608695652,FALSE
Juli Sánchez,Ilie Sánchez Farrés,0.64516129,FALSE
Adam Lallana,Adam Masina,0.695652174,FALSE
Thievy Bifouma,Thievy Bifouma,1,TRUE
Ramadan Sobhi,Ramadan Sobhi,1,TRUE
Eddy Carazas,Eddy Gnahoré,0.583333333,FALSE
Tore Reginiussen,Tore Reginiussen,1,TRUE
Ryan Simpson,Danny Simpson,0.8,FALSE
Boulaye Dia,Bakaye Dibassy,0.64,FALSE
Asamoah Gyan,Asamoah Gyan,1,TRUE
Ricardo Cabanas,Kauã Ricardo Abranches Simões,0.545454545,FALSE
César García Peralta,Álvaro García Rivera,0.65,FALSE
Asier del Horno,Asier Riesgo Unamuno,0.571428571,FALSE
Pablo Palacios,Pablo Paulino Rosario,0.685714286,FALSE
Rade Krunić,Rade Krunic,0.909090909,FALSE
Lee Dixon,Loïs Diony,0.631578947,FALSE
