scorer,full_name,similarity,token_compare
Fabio Cannavaro,Fabio Giovanni Ceravolo,0.631578947,FALSE
Fabricio Coloccini,Fabricio Coloccini,1,TRUE
Gianluca Vialli,Gianluca Curci,0.689655172,FALSE
Daniel Batista Lima,Daniel Martins Guimarães,0.697674419,FALSE
Emil Hallfreðsson,Emil Hallfreðsson,1,TRUE
Martín Arzuaga,Miiko Martín Albornoz Inola,0.536585366,FALSE
Juan Ignacio Basaguren,Juan Ignacio Mercier,0.714285714,TRUE
Michel Goba,Mitchell Glenn Donald,0.625,FALSE
Michael Keane,Mickaël Cuisance,0.620689655,FALSE
Jamie Ward,Amr Warda,0.631578947,FALSE
Adama Traoré,Adama Traoré,1,TRUE
Oliver Burke,Oliver McBurnie,0.814814815,FALSE
Hélder Vicente de Jesus Serafin,Dankler Luís de Jesus Pedreira,0.557377049,TRUE
Pablo Daniel Escobar,Mauro Daniel Goicoechea Furia,0.571428571,FALSE
Lucas Radebe,Lucas  Andersen,0.666666667,FALSE
Chinedu Obasi,Chinedu Obasi Ogbuke,0.787878788,TRUE
Hiromi Hara,Tim Howard,0.571428571,FALSE
Henok Goitom,Henok Goitom,1,TRUE
Nasreddine Kraouche,Saîf-Eddine Khaoui,0.594594595,FALSE
Ravshan Bazarav,Rajiv van La Parra,0.606060606,FALSE
Ariel Martínez,Adrián Marín Gómez,0.6875,FALSE
Lucas Neill,Lucas Menossi,0.666666667,FALSE
Carlos Fumo Gonçalves,Josué Humberto Gonçalves Leal Sá,0.603773585,FALSE
Anastasios Donis,Anastasios Chatzigiovanis,0.731707317,FALSE
Cristian Romero,Cristian Enzo Lodeira Araujo,0.604651163,FALSE
Aleksandr Panov,Aleksandar Pantic,0.8125,FALSE
Jorge Rojas,Jorge Luis Rojas Meza,0.6875,TRUE
Fabian Johnson,Fabian Klos,0.72,FALSE
Cristian Ramírez,Cristian Leonel Ramírez Zambrano,0.666666667,TRUE
John Boye,John Boye,1,TRUE
Maksym Kalynychenko,Maksym Malyshev,0.705882353,FALSE
Julio dos Santos,Douglas Pereira dos Santos,0.666666667,TRUE
Kris Boyd,Kris Boyd,1,TRUE
Dinardo Rodríguez,Diego Rodríguez,0.8125,FALSE
Mats Møller Dæhli,Mats  Møller Dæhli,0.971428571,TRUE
Sebastian Deisler,Sebastian Polter,0.787878788,FALSE
Ricardo Pavoni,Ricardo van Rhijn,0.709677419,FALSE
Nikola Jerkan,Nikola Maraš,0.72,FALSE
Andreas Christensen,Andrés Leandro Castellanos Serrano,0.566037736,FALSE
André Biyogo Poko,André Biyogo Poko,1,TRUE
Juan Fernando Quintero,Juan Ferney Otero Tovar,0.622222222,FALSE
Nicolai Jørgensen,Nicolai Møller Boilesen,0.7,FALSE
Diego Lugano,Diego Lainez Leyva,0.6,FALSE
Yasser Al-Shahrani,Yasser Al Shahrani,0.944444444,FALSE
Ismaël Diakité,Ismaël Tiémoko Diomandé,0.594594595,FALSE
Denis Obua,Dénes Dibusz,0.545454545,FALSE
Damian Kądzior,Damian Kadzior,0.928571429,FALSE
Jonathan Bornstein,Jonathan Pablo Bottinelli,0.651162791,FALSE
Gareth Barry,Gareth Barry,1,TRUE
Robbie Kruse,Robbie Kruse,1,TRUE
Cristian Zaccardo,Cristian Oscar Bernardi,0.65,FALSE
Ezequiel Lavezzi,Ezequiel Ávila,0.666666667,FALSE
Nemanja Radonjić,Nemanja Radonjic,0.9375,FALSE
Julio Montero Castillo,Jeff Nazario Meire Costinho,0.530612245,FALSE
Wilmer López,Javier Güemez López,0.580645161,FALSE
Jordan Johnson,Jordan Jones,0.846153846,FALSE
David Zeman,David Guzman,0.782608696,FALSE
Ángel Jara Saguier,Ángel Zaldívar Caviedes,0.536585366,FALSE
Simon Elliott,Simon Tibbling,0.592592593,FALSE
Eduardo Sebrango,Joshua Eduardo Sá Madeira,0.585365854,FALSE
Alexis Vega,Alexis De Sart,0.72,FALSE
William Ouma,William Owusu,0.8,FALSE
Mohamed Abdelmonem,Mohamed Aberhoune,0.8,FALSE
Jadon Sancho,Jason Puncheon,0.692307692,FALSE
Marc Rieper,Marco Stiepermann,0.714285714,FALSE
Mohammed Diarra,Muhammet Demir,0.689655172,FALSE
Salvador Villalba,Salvador Sevilla López,0.666666667,FALSE
Benjamin Kololli,Benjamin Kololli,1,TRUE
Julian Brandt,Julian Börner,0.769230769,FALSE
Ricardo Oliveira,Ricardo Ryller Ribeiro Lino Silva,0.571428571,FALSE
Bartosz Bosacki,Bartosz Bialkowski,0.787878788,FALSE
Herminio Masantonio,Martín Maximiliano Mantovani,0.553191489,FALSE
Sergi Moreno,Stefan Ortega Moreno,0.6875,FALSE
Gerd Müller,Serdar Gürler,0.666666667,FALSE
Naea Bennett,Joe Bennett,0.782608696,FALSE
Pedro Rocha,Rui Pedro da Rocha Fonte,0.628571429,TRUE
Ali Madan,Ali Adnan,0.777777778,FALSE
Miguel Ángel Benítez,Luis Miguel Sánchez Benítez,0.723404255,TRUE
Lucas Barrios,Luca Garritano,0.740740741,FALSE
Adrián Ramos,Adrián Andrés Cubas,0.580645161,FALSE
Jonas Mendes,Jubal Rocha Mendes Junior,0.540540541,FALSE
Xherdan Shaqiri,Lebogang Phiri,0.551724138,FALSE
Thomas Delaney,Thomas Delaine,0.928571429,FALSE
James Murphy,Jamie Murphy,0.916666667,FALSE
Alexander Viveros,Alex Martin Frandeira Álvares,0.565217391,FALSE
Ronald García Nacho,Rolando García Guerreño,0.619047619,FALSE
Kevin Nemia,Ken Sema,0.736842105,FALSE
José Antonio Reyes,José Antonio Reyes Calderón,0.8,TRUE
Izet Hajrović,Izet Hajrovic,0.923076923,FALSE
Fernando Hierro,Fernando Henrique Boldrin,0.65,FALSE
Miguel González,Diego Arturo Peralta González,0.636363636,FALSE
Sébastien Fournier,Sebastião de Freitas Couto Júnior,0.549019608,FALSE
Tomáš Rosický,Uroš Cosic,0.608695652,FALSE
Fabrizio Ravanelli,Fabio Pisacane,0.625,FALSE
Diego Costa,Diego Rossi,0.727272727,FALSE
Roberto Alvarado,Roberto Alvarado,1,TRUE
José Luis Brown,Josh Brownhill,0.620689655,FALSE
Javier Patiño,Marlon Javier Piedrahita Londoño,0.533333333,FALSE
Willy van de Kerkhof,Maikel van der Werff,0.65,FALSE
Dom Dwyer,Dom Dwyer,1,TRUE
Gonzalo Pineda,Gonzalo Bettini,0.689655172,FALSE
Petar Zhekov,Petar Brlek,0.695652174,FALSE
Vangelis Pavlidis,M. Vanderlei Paulino Kenedy,0.545454545,FALSE
Paulo Figueiredo,Tobias Pereira Figueiredo,0.634146341,FALSE
Erik Sorga,Erik Morán Arribas,0.571428571,FALSE
Davide Gualtieri,David Batanero Puigbó,0.594594595,FALSE
Herbert Hermann,Gerrit Holtmann,0.666666667,FALSE
Antonio Campolo,Antonio Aldo Caracciolo,0.684210526,FALSE
Aritz Aduriz,Astrit Ajdarevic,0.642857143,FALSE
Aboubakar Kamara,Aboubakar Kamara,1,TRUE
Ayrton Preciado,Ayrton Preciado,1,TRUE
Manuel Varela,Milton Nahuel Valenzuela,0.594594595,FALSE
Edimilson Fernandes,Edimilson Fernandes,1,TRUE
Ledian Memushaj,Ledian Memushaj,1,TRUE
Zoran Filipović,Jakov Filipovic,0.666666667,FALSE
Akaki Khubutia,Akaki Gogia,0.64,FALSE
Heinrich Schmidtgal,Dominik Schmidt,0.647058824,FALSE
Rodrigo Bentancur,Rodrigo Nascimento França,0.619047619,FALSE
Manuel Friedrich,Marvin Friedrich,0.8125,FALSE
Thomas Strunz,Tom Schütz,0.608695652,FALSE
Stanislav Angelov,Stanislav Tecl,0.774193548,FALSE
Ante Milicic,Danijel Milicevic,0.689655172,FALSE
Oliver Makor,Oliver Fink,0.695652174,FALSE
Tarek El Ali,Amro Tarek Abdel Aziz,0.606060606,FALSE
Muhamed Konjić,Matej Jonjic,0.615384615,FALSE
Brian Haynes,Bryan Heynen,0.75,FALSE
João Carlos dos Santos,João Pedro Maturano dos Santos,0.730769231,TRUE
Alberto Valencia,Daniel Rosero Valencia,0.684210526,FALSE
Rafael García Torres,Rafael Antonio Caroca Cordero,0.612244898,FALSE
Alexsandro de Souza,Elierce Barbosa de Souza,0.604651163,TRUE
Kevin Moran,Kevin Bonifazi,0.64,FALSE
Dioh Williams,Daniel Williams,0.785714286,FALSE
César Cabrera,Óscar Cabezas,0.692307692,FALSE
Colin Stein,Calvin Stengs,0.75,FALSE
No Match,Borja Lasso De La Vega,0.5,FALSE
Chérif Oudjani,Rémi Oudin,0.583333333,FALSE
Ricardo Rodríguez,Ribair Rodríguez Pérez,0.717948718,TRUE
Jhasmani Campos,Jhasmani Campos,1,TRUE
Jordan Morris,Jordan Rhodes,0.692307692,FALSE
Juan Mujica,Ivan Šunjic,0.636363636,FALSE
Markus Tanner,Rasmus Thelander,0.620689655,FALSE
Nikolay Todorov,Nikola Moro,0.769230769,FALSE
Mikael Lustig,Mikael Lustig,1,TRUE
Marco Streller,Marco Natanel Torsiglieri,0.615384615,FALSE
Petar Velichkov,Petar Škuletic,0.620689655,FALSE
Maximilian Göppel,Maximiliano Caire,0.705882353,FALSE
Christian Panucci,Cristian David Lucchetti,0.682926829,FALSE
Hendrik Somaeb,Benik Afobe,0.56,FALSE
Carlos Alberto Torres,Carlos Alberto Alves Garcia,0.708333333,TRUE
Jérémie Boga,Jérémie Bela,0.833333333,FALSE
Miguel Ángel Noro,Maximiliano Ángel Coronel,0.619047619,FALSE
Ricardo Oliveira,Ricardo Jorge Oliveira Valente,0.695652174,TRUE
Jérémy Ménez,Jérémy Perbet,0.64,FALSE
Alexandre Martínez Palau,Alexander Martín Marquinho Callens Asín,0.571428571,FALSE
Adrian Madaschi,Adriano Facchini,0.709677419,FALSE
Felipe Cata Edson,Rui Filipe Caetano Moura,0.585365854,FALSE
Marco Rojas,Ariel Mauricio Rojas,0.709677419,FALSE
Darryl Lachman,Darragh Lenihan,0.620689655,FALSE
Brice Mackaya,Barrie McKay,0.72,FALSE
Nabil Ghilas,Nabil Ghilas,1,TRUE
Dejan Damjanović,Dejan Damjanovic,0.9375,FALSE
Frédéric Kanouté,Frédéric Sammaritano,0.666666667,FALSE
Fernando Fiorillo,Vincenzo Fiorillo,0.705882353,FALSE
Richard Gough,Richard Keogh,0.846153846,FALSE
Mathieu Dossevi,Matheus Simoneti Bressaneli,0.571428571,FALSE
Ibrahim Hassan,Emrah Bassan,0.692307692,FALSE
No Match,Julián Andrés Quiñones Quiñones,0.490566038,FALSE
Alex Scott,Alexis Soto,0.761904762,FALSE
Gary Neville,Harry Novillo,0.72,FALSE
Chris Brunt,Chris Brunt,1,TRUE
David McGoldrick,David McGoldrick,1,TRUE
Karl Sesta,Karlo Letica,0.727272727,FALSE
Ricardo Osorio,Luis Ricardo Reyes Moreno,0.615384615,FALSE
Leopold Kielholz,Leopold Zingerle,0.6875,FALSE
Florian Myrtaj,Florian Müller,0.714285714,FALSE
Róbert Tomaschek,Robert Tesche,0.75862069,FALSE
Emmanuel Musonda,Urby Emanuelson,0.64516129,FALSE
José Javier del Aguila,José Javier Abella Fanjul,0.680851064,TRUE
Tim Stevens,Tim Kleindienst,0.615384615,FALSE
Mustafa Karim,Mustafa Yumlu,0.692307692,FALSE
Marvin Faustin,Marvin Matip,0.769230769,FALSE
José Gabriel Chaparro,José Gabriel Sambenito,0.697674419,TRUE
Smail Prevljak,Smail Prevljak,1,TRUE
David Brooks,David von Ballmoos,0.666666667,FALSE
Anthony Straker,Anthony Nwakaeme,0.709677419,FALSE
David Silva,David Mackalister Silva Mosquera,0.511627907,TRUE
Ivan Obradović,Ivan Oblyakov,0.740740741,FALSE
Miguel Ángel Loayza,Miguel Ángel Fraga Licona,0.727272727,TRUE
Bilal Kısa,Bilal Basaçikoglu,0.592592593,FALSE
Craig Burley,Craig Bryson,0.75,FALSE
Andriy Yarmolenko,Darwin Zamir Andrade Marmolejo,0.510638298,FALSE
Henrik Andersen,Eirik  Ulland Andersen,0.648648649,FALSE
Earl Jean,Harlee Dean,0.7,FALSE
Eduardo Machado,Eduardo José Borges Machado,0.714285714,TRUE
Vicente Aguirre,Erick Germain Aguirre Tafolla,0.545454545,FALSE
Manuel Vasques,Matías Nahuel Leiva Esquivel,0.523809524,FALSE
Thiago Silva,Tiago Alves Sales,0.620689655,FALSE
Knowledge Musona,Knowledge Musona,1,TRUE
Beto Gonçalves,Anthony Gonçalves,0.774193548,FALSE
Marc Zoro,Marc Torrejón Moya,0.592592593,FALSE
Ignacio Prieto,César Ignacio Pinares Tamayo,0.571428571,FALSE
Rafael Burgos,Raffaele Pucino,0.642857143,FALSE
Pablo Barrera,Pablo Edson Barrera Acosta,0.666666667,TRUE
Ronaldo Rodrigues de Jesus,Jonas Welson Orsi de Meneses,0.555555556,FALSE
Mel Charles,Heltinho Melo Chaves,0.580645161,FALSE
Bernhard Klodt,Bengali-Fodé Koita,0.5625,FALSE
Roberto Challe,Roberto Canella Suárez,0.722222222,FALSE
Francis Lee,Kieran Lee,0.666666667,FALSE
Helman Mkhalele,Ramahlwe Mphahlele,0.606060606,FALSE
Kenny Miller,Kevin Müller,0.75,FALSE
Jefferson Lerma,Jefferson Cuero Castro,0.702702703,FALSE
Harold Wallace,Jed Wallace,0.72,FALSE
Juan Enrique García,Jesús Enrique Sánchez García,0.680851064,TRUE
Sekou Cissé,Serhou Guirassy,0.615384615,FALSE
Igor Avdeyev,Lumor Agbenyenu,0.518518519,FALSE
Jack Charlton,Jack Harrison,0.692307692,FALSE
Stefan Savić,Stefan Schwab,0.72,FALSE
Deon Burton,Dan Burn,0.736842105,FALSE
Marcel Coraș,Marcel Correia,0.846153846,FALSE
Marcelo Nascimento da Costa,Marlion Rômulo Rolim Nascimento,0.551724138,FALSE
Dave Mitchell,Sven Michel,0.75,FALSE
Paweł Kaczorowski,Pawel Olkowski,0.64516129,FALSE
Gigi Riva,Giorgi Loria,0.666666667,FALSE
Javier Chevantón,Javier Castellano Betancor,0.619047619,FALSE
Mohamed Boussati,Mohamed Fouzair,0.774193548,FALSE
Cédric Bakambu,Cédric Yambéré,0.714285714,FALSE
Boubacar Sanogo,Bubacarr Sanneh,0.733333333,FALSE
Harrison Róchez,Harrison Reed,0.785714286,FALSE
Fernando Saucedo,Fernando Dos Santos Pedro,0.682926829,FALSE
Miran Pavlin,Srdjan Plavšic,0.615384615,FALSE
James Morrison,James  Morrison,0.965517241,TRUE
Leandro Machado,Deiver Machado,0.689655172,FALSE
Pablo César Aguilar,Paulo César Díaz Huincales,0.622222222,FALSE
Abdul Rahman Abdulla,Abdul Rahman Khalili,0.75,TRUE
Constantin Budescu,Konstantin Kerschbaumer,0.682926829,FALSE
Slobodan Komljenović,Slobodan Medojevic,0.736842105,FALSE
Domenico Berardi,Gaetano Berardi,0.709677419,FALSE
Thiago Motta,Thiago Santos Santana,0.606060606,FALSE
Mario Haas,Mario Maloca,0.727272727,FALSE
Guillermo Franco,Guilherme Ferreira Pinto,0.65,FALSE
Scott Sealy,Scott Malone,0.695652174,FALSE
Davie Cooper,Jake Cooper,0.782608696,FALSE
Raúl Jiménez,Raúl Lizoáin Cruz,0.551724138,FALSE
Kyle Lafferty,Kyle Lafferty,1,TRUE
Juan Carlos Sarnari,Wiliam Carlos Santoso Sampaio,0.583333333,FALSE
Tom Høgli,Tom Beugelsdijk,0.583333333,FALSE
Fredrik Jensen,Fredrik Gulbrandsen,0.727272727,FALSE
Luigi Pieroni,Luigi Bruins,0.64,FALSE
Arturo Vázquez Ayala,Álvaro Vázquez García,0.634146341,FALSE
Mohammed Al Balushi,Mohammed Al Buraik,0.810810811,TRUE
Raphael Rohrer,Raphael Rossi Branco,0.647058824,FALSE
Gianluca Vialli,Gianluca Litteri,0.709677419,FALSE
Mario Rodríguez,Matías Nicolás Rodríguez,0.717948718,FALSE
Chuni Goswami,Ceyhun Gülselam,0.642857143,FALSE
Michael Lang,Mickaël Le Bihan,0.642857143,FALSE
Riadh Bouazizi,Rijad Bajic,0.64,FALSE
Fernando Navarro Morán,Fernando Navarro Morán,1,TRUE
Maciej Żurawski,Bartlomiej Dragowski,0.628571429,FALSE
Daniel Jensen,Daniel Bentley,0.740740741,FALSE
Valdir Pereira,Vitor Gomes Pereira Júnior,0.55,FALSE
Ipojucan Lins de Araújo,Ricardo Martins de Araújo,0.666666667,TRUE
Rafael Iriarte,Rafael Mir Vicente,0.6875,FALSE
Matthias Herget,Mathias Autret,0.75862069,FALSE
Adama Diomande,Adama Valentin Diomande,0.756756757,TRUE
Benjamin Šeško,Benjamin Jeannot,0.733333333,FALSE
Zdravko Kuzmanović,Zdravko Kuzmanovic,0.944444444,FALSE
Amilcar Ramos,Damián Oscar Lemos,0.580645161,FALSE
David Watson,David Matías Barbona,0.6875,FALSE
Gustavo Adrián López,Facundo Adrián Erpen,0.6,FALSE
Sebastian Andersson,Sebastian Andersson,1,TRUE
Michel Reuter,Michael Hector,0.740740741,FALSE
Guillermo Franco,Guillermo Federico Molins Palmeiro,0.56,FALSE
Luke Jukulile,Lukas Jutkiewicz,0.620689655,FALSE
Thomaz Soares da Silva,Thomas Nicolas Silva Rangel,0.571428571,FALSE
Kevin Kilbane,Kevin Balanta,0.692307692,FALSE
Vedat Muriqi,Vedat Muriqi,1,TRUE
Jean Márquez,Fernando Márquez,0.785714286,FALSE
Daniel Van Buyten,Hannes Van Der Bruggen,0.615384615,FALSE
Kent Nielsen,Lasse Nielsen,0.72,FALSE
Alexis Mac Allister,Alexis Mac Allister,1,TRUE
Jason de Vos,Jonas Gomes de Sousa,0.625,FALSE
Rodrigo Meléndez,Rodrigo Defendi,0.709677419,FALSE
Luis Luna,Luis Quintana,0.727272727,FALSE
Alberto García Aspe,Albert Dorca Masó,0.666666667,FALSE
Edgar Çani,Edgar Prib,0.7,FALSE
Georg Siimenson,Gleison Bremer Silva Nascimento,0.52173913,FALSE
Rodrigo Lemos,Rodrigo Alves Soares,0.666666667,FALSE
Joseph Wamba,Joseph Attamah,0.769230769,FALSE
Álvaro Recoba,Álvaro Lemos Collazo,0.606060606,FALSE
Justin Meram,Justin Meram,1,TRUE
Juan Carlos Portillo,Renato Neto Cardoso Porto,0.577777778,FALSE
Alexandru Gațcan,Alexandre Garcia Guedes,0.666666667,FALSE
Enrique García,Emmanuel García,0.75862069,FALSE
Abdallah Deeb,Abdullah Ateef,0.740740741,FALSE
Nir Bitton,Nir Bitton,1,TRUE
Shimon Gershon,Simon Thern,0.72,FALSE
Nikola Lazetić,Nikola Katic,0.769230769,FALSE
Oussama Darragi,Oussama Haddadi,0.733333333,FALSE
Hamza Mathlouthi,Hamza Choudhury,0.64516129,FALSE
Mile Jedinak,Mile Jedinák,0.916666667,FALSE
Djamel Belmadi,Djamel Eddine Benlamri,0.666666667,FALSE
Sebastián Coates,Sebastián Palacios,0.705882353,FALSE
Mohammed Khalifa Al-Ammari,Mohammed Khalil Al Owais,0.76,FALSE
Jamal Rashid,Osama Rashid,0.833333333,FALSE
George Borba,George Thorne,0.72,FALSE
Aleksandar Petaković,Aleksandar Pešic,0.777777778,FALSE
Said Brahimi,Saido Berahino,0.769230769,FALSE
Rafael Dick,Raffaele Bianco,0.692307692,FALSE
Joe Emerson Bizera,Noah Joel Sarenren Bazee,0.523809524,FALSE
Jón Daði Böðvarsson,Jón Daði Böðvarsson,1,TRUE
Nasser Nouraei,Casper De Norre,0.620689655,FALSE
Harry Maguire,Sean Maguire,0.72,FALSE
Lorenzo Pellegrini,Lorenzo Lollo,0.64516129,FALSE
Eduardo Mario Acevedo,Luis Eduardo Delgado Pacheco,0.571428571,FALSE
Aleksandar Kolarov,Aleksandr Kolomeytsev,0.769230769,FALSE
Lars Stindl,Jörg Siebenhandl,0.518518519,FALSE
Stuart Armstrong,Stewart Downing,0.580645161,FALSE
Óscar Rojas,Óscar Pérez Rojas,0.785714286,TRUE
Philippe Anziani,Philipp Klingmann,0.666666667,FALSE
Leonardo Palacios,Leonardo Mancuso,0.727272727,FALSE
Edgar Alvarez,Iñigo Eguaras Álvarez,0.647058824,FALSE
Giorgi Gakhokidze,Giorgi Makaridze,0.787878788,FALSE
Zidane Sam,Sidney Sam,0.8,FALSE
Lucas Biglia,Lucas Possignolo,0.642857143,FALSE
Gerson Rodrigues,Edson Rodrigues Farias,0.684210526,FALSE
Gastón Silva,Gastón Campi,0.666666667,FALSE
Allan Hunter,Alan Hutton,0.695652174,FALSE
Juan Manuel Vargas,Bruno Manuel Araújo Braga,0.651162791,FALSE
Cristian Manea,Cristian Ganea,0.928571429,FALSE
Juan Rodrigo Rojas,Esteban Rodrigo Burgos,0.65,FALSE
Marc Janko,Saidy Janko,0.666666667,FALSE
Ezio Pascutti,Lorenzo Pasciuti,0.689655172,FALSE
John Collins,Johan Cavalli,0.72,FALSE
Valon Berisha,Besart Berisha,0.666666667,FALSE
Nicolás Martínez,Tomás Martínez,0.8,FALSE
Hami Mandıralı,Hamza Mendyl,0.615384615,FALSE
Alberto Quintero,Alberto Benito Correo,0.648648649,FALSE
Guillermo Ramírez,Guillermo Varela,0.787878788,FALSE
Saimon Msuva,Simon Lundevall,0.666666667,FALSE
Jorge Rodríguez,Jorge Rodríguez,1,TRUE
Michel Kira,Micheal Azira,0.833333333,FALSE
Aurelio Martínez,Alfredo Ortuño Martínez,0.666666667,FALSE
Thomas Bickel,Toma Bašic,0.695652174,FALSE
Francis Ouma,Francis Amuzu,0.72,FALSE
Javier Ferreira,Bismark de Araújo Ferreira,0.585365854,FALSE
Jordan Adéoti,Jordan Adéoti,1,TRUE
Fernando Silva,William Fernando da Silva,0.717948718,TRUE
Joe Harper,Joe Garner,0.8,FALSE
Mauricio Ramos,Mauro Matos,0.72,FALSE
Chen Sing-an,Cenk Sahin,0.636363636,FALSE
Aras Özbiliz,Ertaç Özbir,0.608695652,FALSE
Javier Fragoso,Javier Ros Añón,0.620689655,FALSE
Kevin Keegan,Kelvin Leerdam,0.692307692,FALSE
Marco Soares,Marco Silvestri,0.666666667,FALSE
Samir Said,Samir Ujkani,0.727272727,FALSE
Nicholas Gioacchini,Martin Victor Álvares Fachini,0.541666667,FALSE
Domingo Tarasconi,Núrio Domingos Matias Fortuna,0.565217391,FALSE
Stelios Manolas,Stergos Marinos,0.733333333,FALSE
Sean St Ledger,Grant Leadbitter,0.6,FALSE
Sébastien Fournier,Sébastien Pocognoli,0.702702703,FALSE
Kasper Hämäläinen,Kasper Hämäläinen,1,TRUE
Marlos Moreno,Yairo Yesid Moreno Berrío,0.578947368,FALSE
Andreas Bjelland,Pål André Helland,0.666666667,FALSE
Per Pedersen,Marcus Pedersen,0.740740741,FALSE
Victor Manuel Azucar,Víctor Manuel Casadesús Castaño,0.549019608,FALSE
Jordan Ayew,Jordan  Archer,0.72,FALSE
Emmanuel Sanon,Pierre Emmanuel Sagna,0.685714286,FALSE
Jonathan David,Jonathan Diego Menéndez,0.648648649,FALSE
Dominique da Silva,Lucas Henrique da Silva,0.682926829,TRUE
Nemanja Matić,Nemanja Mihajlovic,0.709677419,FALSE
Steven Berghuis,Steve Breitkreuz,0.64516129,FALSE
Javier Delgado,Didier Delgado,0.785714286,FALSE
Sentu Johnson,Sean  Johnson,0.846153846,FALSE
Francisco Higuera,Francisco Reis Ferreira,0.7,FALSE
Claudio Gentile,Claudio Daniel Bieler,0.666666667,FALSE
Michael Bethel,Michael Hefele,0.785714286,FALSE
Danny Blind,Danny Blum,0.761904762,FALSE
Kurt Jara,Ugur Uçar,0.555555556,FALSE
Mario Pedraza,Nehuén Mario Paz,0.620689655,FALSE
Fernando Torres,Bernardo Víctor Cruz Torres,0.619047619,FALSE
Mirco Gennari,Mirko Gori,0.695652174,FALSE
Rafael Ávalos,Rafael Robayo,0.692307692,FALSE
Andrei Mostovoy,Andriy Totovytskyi,0.666666667,FALSE
Olivier Niere,Oliver Hüsing,0.615384615,FALSE
Andreas Malin,Andrea Seculin,0.740740741,FALSE
Marco Padalino,Marco Sangalli Fuentes,0.611111111,FALSE
Marcus Danielson,Marcus Danielsson,0.96969697,FALSE
Miguel Pereira,Miguel Barbieri,0.689655172,FALSE
Nathan Blake,Gaëtan Belaud,0.64,FALSE
Rivaldo Vítor Borba Ferreira,Ricardo Abel Barbosa Ferreira,0.701754386,FALSE
Kosta Barbarouses,Kosta Barbarouses,1,TRUE
José Luis Rodríguez,José Iván Rodríguez,0.789473684,TRUE
Christian Matthey,Cristian Battocchio,0.722222222,FALSE
Willy Jäggi,Will Grigg,0.666666667,FALSE
Mathieu Bollen,Mathieu Coutadeur,0.64516129,FALSE
Roshan Pereta,Raoul Petretta,0.666666667,FALSE
Steven Defour,Steve De Ridder,0.642857143,FALSE
Marco Antonio Sandy,Macario André Louro Padilha,0.52173913,FALSE
Nolberto Molina,Birger Solberg Meling,0.555555556,FALSE
Nwankwo Kanu,Nwankwo Emeka Obiora,0.5625,FALSE
Alfonso Rodríguez Salas,Antonio José Rodríguez Díaz,0.64,FALSE
Alfredo Mendoza,Alfredo Saldívar Medina,0.631578947,FALSE
Yoane Wissa,Yoane Wissa,1,TRUE
Roberto Alvarado,Roberto Andrés Ovelar Maldonado,0.638297872,FALSE
Daniel Jensen,Daniele Dessena,0.785714286,FALSE
Nasser Al-Shamrani,Nasser Ali Al Shamrani,0.85,FALSE
Orlando de Azevedo Viarina,Sílvio Manuel Azevedo Ferreira Sá Pereira,0.537313433,FALSE
Martín Hidalgo,Marcos Bolados Hidalgo,0.611111111,FALSE
Jonathan Barrios,Diogo Nathan Peixe Barreto,0.571428571,FALSE
Sebastian Deisler,Sebastian Griesbeck,0.722222222,FALSE
Luis Manuel Seijas,Luis Manuel García Palomera,0.622222222,TRUE
Jakub Brabec,Jakub Brabec,1,TRUE
Carlos Miguel da Silva Júnior,Ânderson Miguel da Silva,0.679245283,TRUE
Lukas Spalvis,Lukas Spalvis,1,TRUE
Alberto García Aspe,Aitor García Flores,0.631578947,FALSE
Juan Carlos Paredes,Juan Carlos Paredes,1,TRUE
Marco Soares,Marco Varnier,0.72,FALSE
Sammy Morgan,Sam Morsy,0.666666667,FALSE
Floyd Ayité,Floyd Ayité,1,TRUE
Francisco Molina,Franco Zuculini,0.64516129,FALSE
Daniel da Mota,Bruno Daniel Castro Moreira,0.585365854,FALSE
Carlos Eduardo Gallardo,Carlos Eduardo Fierro Guerrero,0.679245283,TRUE
Michael Robinson,Michael Morrison,0.8125,FALSE
Paul Hall,Paul Gallagher,0.695652174,FALSE
Djiman Koukou,Dany Nounkeu,0.64,FALSE
Jamal Taha,Taleb Tawatha,0.608695652,FALSE
Jaime Gutiérrez,Daniel Toribio Gutiérrez,0.666666667,FALSE
Trevor Anderson,Trevor Carson,0.785714286,FALSE
Homam Ahmed,Hosam Aiesh,0.636363636,FALSE
Rudolf Belin,Ruud Boffin,0.608695652,FALSE
Darko Maletić,Uroš Matic,0.608695652,FALSE
Ricardo Mannetti,Lautaro Giannetti,0.666666667,FALSE
Dejan Jakovic,Dejan Sorgic,0.72,FALSE
José Manuel Abundis,José Manuel Arnáiz Díaz,0.714285714,TRUE
Dominic Kinnear,Dominik Kaiser,0.75862069,FALSE
Alessandro Florenzi,Alessandro Crescenzi,0.820512821,FALSE
Darwin Cerén,Darwin Adelso Cerén Delgado,0.615384615,TRUE
Yahya Al-Shehri,Yahia Sulaiman Al Shehri,0.666666667,FALSE
Roberto Orlando Affonso Júnior,Renato de Araújo Chaves Júnior,0.566666667,FALSE
Moussa Sissoko,Abdulwahid Sissoko,0.625,FALSE
Lee Chung-yong,Te Se Chong,0.64,FALSE
Gilberto dos Santos,Domilson Cordeiro dos Santos,0.680851064,TRUE
Bent Jensen,Ruben Yttergård Jenssen,0.588235294,FALSE
Joseph Obas,Josh Onomah,0.636363636,FALSE
