,scorer,full_name,similarity
4042,Abel Balbo,Axel Bamba,0.7
4043,Austin Berry,Justin Gulley,0.64
4044,Mirlan Murzaev,Fozil Musaev,0.6153846153846154
4045,Fahad Al Kuwari,Saad Al Khayri,0.7586206896551724
4046,Aleksandar Petaković,Aleksandar Tsvetkov,0.8205128205128205
4047,Tore Keller,Torbjørn Kallevåg,0.5714285714285714
4048,Niall Quinn,Niall Keown,0.6363636363636364
4049,Olivier Dacourt,Oliver Drost,0.7407407407407407
4050,Steve Staunton,Levi Sutton,0.64
4051,Marcus Berg,Marcus Bean,0.8181818181818182
4052,Claudio Pizarro,Claudio Pombo,0.7142857142857143
4053,Abdullah Mawei,Abdullah Majrashi,0.7741935483870968
4054,Luki Gosche,Luke Joyce,0.6666666666666666
4055,Patrik Andersson,Erik Andersson,0.8666666666666667
4056,Emad Mohammed,Usman Mohammed,0.8148148148148148
4058,Terry McDermott,Conor McDermott,0.7333333333333333
4059,Martin Jørgensen,Lars-Jørgen Salvesen,0.6111111111111112
4060,Kily Álvarez,Kevin Álvarez,0.8
4061,Peter Barnes,Peter Grant,0.6956521739130435
4062,Arto Tolsa,Ayo Akinola,0.5714285714285714
4063,Przemysław Frankowski,Przemyslaw Wisniewski,0.7142857142857143
4065,Constantin Barbu,Botti Biabi,0.5925925925925926
4066,Víctor Ugarte,Víctor Mollejo Carpintero,0.5789473684210527
4067,Joel Lindpere,Joel Qwiberg,0.64
4068,Samuel Smyth,Sam Smith,0.7619047619047619
4070,John Barnes,Josh Barrett,0.6956521739130435
4071,Michel Valke,Michele Vano,0.75
4072,Albino Rodríguez,Alexis Rodríguez,0.8125
4073,Elmer Martínez,Edson Aldair García Martínez,0.5714285714285714
4074,Metin Oktay,Saqer Otayf,0.5454545454545454
4075,Mohamed Kamara,Mohamed Camara,0.9285714285714286
4076,Dennis Marshall,Dennis Smarsch,0.7586206896551724
4077,Abdulwasea Al-Matari,Abdulmalek Al Shammary,0.6190476190476191
4078,Patricio Urrutia,Patricio Monti,0.7333333333333333
4079,Cornelius Casey,Kornelius Hansen,0.7741935483870968
4080,Jordan Ayew,Jordan Lyden,0.782608695652174
4081,Henri Klein,Leutrim Kryeziu,0.5384615384615384
4082,Granit Xhaka,Arbenit Xhemajli,0.5714285714285714
4083,Mario Frick,Omari Patrick,0.6666666666666666
4085,Marlos Moreno,Camilo Andres Moya Carreno,0.5641025641025641
4086,Matthew Upson,Sam Matthews,0.64
4087,Óscar Aguilera,Óscar Gil Regaño,0.6666666666666666
4089,Mario Stanić,Jozo Stanic,0.6086956521739131
4090,Lucas Neill,Luca Pfeiffer,0.5833333333333334
4091,Johnny Hall,Connor Hall,0.7272727272727273
4092,Maor Melikson,Naod Mekonnen,0.6153846153846154
4093,George McCartney,George McEachran,0.75
4094,Erik Hagen,Erik Henschel,0.6956521739130435
4095,Delio Gamboa,Alexis Gamboa,0.72
4096,Paul Hartley,Paul Gartler,0.8333333333333334
4097,Derek Spence,Derek Pender,0.75
4100,Bryan Robson,Ethan Robson,0.75
4101,Dave Mitchell,Adam Mitchell,0.7692307692307693
4102,Alessandro Diamanti,Alessandro Busti,0.7428571428571429
4103,Silvan Widmer,Silvan Sidler,0.8461538461538461
4104,Patrick Müller,Patrick McClean,0.7586206896551724
4105,Davie Wilson,David Olsson,0.75
4106,Mohamed Sissoko,Alpha Sissoko,0.7142857142857143
4107,Brayan Moya,Brayan Rojas,0.782608695652174
4108,Olivier Giroud,Olivier Mbaissidara Mbaizo,0.55
4109,Bozhidar Iskrenov,Bozhidar Chorbadzhiyski,0.55
4110,Ákos Takács,Ákos Kecskés,0.6086956521739131
4111,Luis Molowny,Lewis Gordon,0.5833333333333334
4113,Johnny Giles,Jeroen Gies,0.6956521739130435
4114,Martin Hoffmann,Kevin Hoffmann,0.7586206896551724
4115,Aurelio Domínguez,Idekel Domínguez,0.7272727272727273
4116,Komlan Assignon,Romain Cagnon,0.6428571428571429
4117,Chris Wood,Connor Wood,0.6666666666666666
4118,Saad Al-Shammari,Jadaan Al Shammari,0.7647058823529411
4121,Martín Palermo,Martín Ismael Payero,0.7058823529411765
4122,Tal Ben Haim,??? Tae Han Kim,0.5925925925925926
4123,Valentin Stocker,Valentin Wojtkowiak,0.6857142857142857
4124,Juan Cuadrado,Juan Córdova,0.72
4125,Fredrik Strømstad,Fredrik André Bjørkan,0.5789473684210527
4126,Paul Wade,Paul Wade,1.0
4127,Georgi Yordanov,Georgie Poynton,0.6666666666666666
4128,Anthony Straker,Anthony Ikedi,0.7142857142857143
4129,Errol Daniels,Karol Danielak,0.7407407407407407
4130,Thomas Häßler,Thomas Hadler,0.8461538461538461
4131,Paul Hall,Paul Mullin,0.7
4132,Kevin Moran,Kévin Mouanga,0.75
4133,Jan Svensson,Jordan Stevens,0.6923076923076923
4134,No Match,? ?,0.25
4135,Rubén Guevara,Julián Guevara,0.7407407407407407
4137,Eddie Johnson,Freddie Brorsson,0.6206896551724138
4138,Konstantinos Mitroglou,Konstantinos Dimitriou,0.8181818181818182
4139,Mahmoud El Ali,Mahmoud Eid,0.8
4140,Paul McGrath,Brent Colm McGrath,0.6
4141,Ioan Andone,Yhoan Andzouana,0.6923076923076923
4142,Maksim Bardachov,Maxim Rudakov,0.6206896551724138
4144,Harry Souttar,Harry Forster,0.6923076923076923
4145,Selim Benachour,Selim Bengriba,0.6896551724137931
4148,Damani Ralph,Nathan Ralph,0.75
4149,Troy Greenidge,Aaron Greene,0.6923076923076923
4150,Paulo Alves,Paulo Manuel Neves Alves,0.6285714285714286
4151,Ibrahim Al Farhan,Ibrahim Al Talhi,0.7878787878787878
4152,Kamil Glik,Kamil Miazek,0.7272727272727273
4153,Moussa N'Diaye,Moses Ebiye,0.64
4155,Denis Zakaria,Onni Valakari,0.6153846153846154
4156,Tsvetan Atanasov,Jani Atanasov,0.7586206896551724
4157,Klaas-Jan Huntelaar,Koen Huntelaar,0.7272727272727273
4158,Don Hutchison,Reece Hutchinson,0.6896551724137931
4159,Michael Preetz,Michael López,0.7407407407407407
4160,Jim Holton,??? Ji Ha Yoo,0.5217391304347826
4161,No Match,?????·????,0.0
4162,Suleiman Faris,Sultan Farhan,0.6666666666666666
4163,Anirudh Thapa,Anirudh Thapa,1.0
4164,Daniel Addo,Daniel Adshead,0.8
4165,Thomas Meunier,Tobias Trautner,0.6206896551724138
4166,Kevin Gallacher,Tony Gallacher,0.7586206896551724
4168,Gamal Abdelhamid,Kemal Ademi,0.6666666666666666
4169,Johan Walem,Johan Falkmar,0.75
4170,Javier Astúa,Javier Urzúa,0.75
4171,Alex Tobin,Alex Jakubiak,0.6086956521739131
4172,Jimmy Mullen,Liam Cullen,0.6956521739130435
4173,Jürgen Heun,Jürgen Heil,0.8181818181818182
4174,Cristian Arrieta,Cristian Arroyave,0.7878787878787878
4175,Joseph Ghartey,Josh Doherty,0.6923076923076923
4176,Jared Borgetti,Jared Hodgkiss,0.6428571428571429
4177,Tareq Khattab,Tashreeq Matthews,0.6
4178,Jonathan Faña,Jonathan Flatt,0.8148148148148148
4179,Chris Zoricich,Christ Junior Tiéhi,0.6060606060606061
4180,Ehsan Hajsafi,Elhan Kastrati,0.6666666666666666
4181,Errol McFarlane,Kyle McFarlane,0.7586206896551724
4182,Pedro Rocha,Medjon Hoxha,0.6086956521739131
4183,Aaron Long,Aaron Bolger,0.7272727272727273
4186,Adrián Ramos,Adrián Tellado,0.6923076923076923
4187,Don Givens,Håkon Evjen,0.5714285714285714
4188,Jacob Ewane,Jack Lahne,0.6666666666666666
4191,Mariusz Kukiełka,Mateusz Kuchta,0.6
4192,Mazinho Oliveira,Vadaine Oliver,0.6666666666666666
4193,Vasili Kulkov,Daniil Kulikov,0.7407407407407407
4194,Marc Rieper,Maarten Rieder,0.72
4196,Fabián Orellana,Fabien Ourega,0.7142857142857143
4197,Roman Týce,Roman Tugarev,0.6956521739130435
4198,Eustacio Rizo,Agostino Rizzo,0.6666666666666666
4199,Jamie Lowery,Ryan Lowry,0.6363636363636364
4200,Herbert Sandin,Helge Sandvik,0.6666666666666666
4202,Isaac Boakye,Isaac Boye,0.9090909090909091
4203,Nathan Pond,Nathan Trott,0.6956521739130435
4204,Lars Krogh Gerson,Lukas Krüger,0.6206896551724138
4205,Sergio Berti,Mërgim Berisha,0.6153846153846154
4206,Alfonso Cañón,Alfons Amade,0.64
4207,Ibrahim Mahudhee,Ibrahim Meite,0.7586206896551724
4208,Marc Joseph,Marc Guehi,0.6666666666666666
4209,Roberto Porta,Jerónimo Pourtau,0.6206896551724138
4211,James McClean,James Clarke,0.72
4212,Thomas Helmer,Tobias Reithmeir,0.6206896551724138
4213,Nicolas Hasler,Nicolas Hunziker,0.7333333333333333
4214,Ryan Donk,Ryan Gondoh,0.7
4215,Joey Jones,Lloyd Jones,0.7619047619047619
4216,Ahmed Bareed,Ahmet Gürleyen,0.6153846153846154
4217,Giuseppe Bergomi,Giuseppe Cuomo,0.7333333333333333
4218,Christian Chukwu,Christian Mbulu,0.7741935483870968
4219,Nicolás Suazo,Nicola Sambo,0.72
4220,David Ginola,David Cancola,0.8
4221,Murat Yakin,Murat Satin,0.8181818181818182
4222,No Match,??? Ji Min Park,0.5
4223,Mohammed Al-Suwaiti,Mohammed Al Subaie,0.8108108108108109
4224,Karol Świderski,Karol Niemczycki,0.6451612903225806
4225,Frank Wallace,Kieran Wallace,0.8148148148148148
4226,Virgilio Ferreira,Vinícius Ferreira Dias,0.6153846153846154
4227,Juan Hohberg,Jan Hoekstra,0.6666666666666666
4228,Ali Zaid,Agim Zeka,0.5882352941176471
4229,Jorge Aravena,Jorge Obregón,0.6923076923076923
4230,Carlos Muñoz,José Carlos Muñoz Mejía,0.6857142857142857
4231,James Ha,James Sands,0.7368421052631579
4232,Naoki Soma,Naoki Tsubaki,0.6086956521739131
4233,Nelson Barahona,Nelson Balongo,0.7586206896551724
4234,Milan Albrecht,Jan Albrecht,0.8461538461538461
4235,Andreas Christensen,Sindre Mauritz-Hansen,0.6
4236,Alessio Romagnoli,Alessio Canessa,0.625
4237,Reuven Atar,Reuben Acquah,0.6666666666666666
4238,Marek Sapara,Max Sprang,0.6363636363636364
4239,Ahmed H. Saeed,Ahmed Ba Saeed,0.8571428571428571
4240,Marc Wilmots,Reno Wilmots,0.6666666666666666
4241,Jonathan Perry,Jonathan Herrera,0.8
4242,Jerry Tondelua,Jordy Rondeel,0.6666666666666666
4243,Franco Paonessa,Franco Pizzicanella,0.7058823529411765
4244,Darren Debono,Darren Lyon,0.75
4245,Gary Kelly,Jake Kelly,0.7
4246,Justin Manao,Justinas Marazas,0.7142857142857143
4247,Jacob Ngwira,Jacob Tratt,0.6956521739130435
4248,Washington,Matt Worthington,0.6153846153846154
4249,Jón Dagur Þorsteinsson,Jón Dagur Þorsteinsson,1.0
4250,No Match,Simen Lillevik Kjellevold,0.5
4251,William Ouma,William Tchuameni,0.6896551724137931
4252,Vato Arveladze,Vato Arveladze,1.0
4253,Jared Borgetti,Jared Bird,0.6666666666666666
4254,Ramin Ott,Yari Otto,0.6666666666666666
4255,Henk Groot,Henk Bos,0.6666666666666666
4256,Yannick Carrasco,Yannik Bangsow,0.6666666666666666
4257,Carlos Vidal,Carlos Villalba,0.8148148148148148
4258,Maximilian Göppel,Maximilian Schlegel,0.7222222222222222
4260,Valentín Mendoza,Valentin Gendrey,0.6875
4261,Lucho González,Lucas González,0.8571428571428571
4262,Israel Castro,Ismaël Chester Diallo,0.5882352941176471
4263,John Mahoney,John Mahon,0.9090909090909091
4264,Ben Wattman,Ben Chapman,0.7272727272727273
4265,Marcelinho Paraíba,Guy-Marcelin Kilama,0.5945945945945946
4266,Kevin Sheedy,Keven Schlotterbeck,0.5806451612903226
4267,Altin Lala,Amine Talal,0.6666666666666666
4268,Mohammed Ahmed,Mohammed Ahmed Awaji,0.8235294117647058
4269,Marco Padalino,Jacob Italiano,0.6428571428571429
4270,Julian de Guzman,Julian Rieckmann,0.6875
4271,Mark Kennedy,Mark McKee,0.7272727272727273
4273,Georgi Kondratiev,Georgiy Kyrnats,0.6875
4274,Mohammed Sama,Mohamed Simakan,0.7857142857142857
4275,Tarik Elyounoussi,Anwar Elyounoussi,0.8235294117647058
4276,Kevin Wilson,Kevin Ellison,0.8
4277,Javier Pastore,Jake Hastie,0.64
4278,Nicklas Bendtner,Nils Stendera,0.6896551724137931
4279,Enric Gensana,Eric Gründemann,0.6428571428571429
4280,Simon Elliott,Simone Farelli,0.6666666666666666
4281,Ezio Pascutti,Enzo Pauchet,0.64
4282,Jens Petersen,Dennis Petersson,0.7586206896551724
4283,Marco Tardelli,Marco Meli,0.75
4284,Mattia Destro,Mattia Trovato,0.6666666666666666
4285,Paul Mariner,Paul Marie,0.9090909090909091
4286,Christian Obodo,Chima Okoroji,0.5714285714285714
4289,Kévin Parsemain,Kévin Cabral,0.6666666666666666
4290,Charles Imboula,Marash Kumbulla,0.6
4291,Daniel Ruiz,Daniel Liszka,0.75
4293,Luciano Narsingh,Liam Nash,0.64
4294,Antonio Martina,Antonio Nieves Martín,0.7222222222222222
4295,Thanasis Bembis,Subhasish Bose,0.5517241379310345
4297,Alaa Kadhim,Alaa Bakir,0.6666666666666666
4298,Rasmus Elm,Rasmus Alm,0.9
4299,Ashley Grimes,Ashley Nadesan,0.6666666666666666
4300,Francisco Atura,Francis Atuahene,0.7741935483870968
4301,Maxime Camara,Maxime Pattier,0.6666666666666666
4302,Jadon Sancho,Jaidon Anthony,0.6923076923076923
4304,Thomas Mavros,Tomás Maya Giraldo,0.5806451612903226
4305,Mathew Leckie,Mateusz Radecki,0.6428571428571429
4306,Pablo Palacios,Pablo Cacharrón Blanco,0.6111111111111112
4307,Tammy Abraham,Timmy Abraham,0.9230769230769231
4309,Christopher Samba,Christoffer Mafoumbi,0.7027027027027027
4310,Jonathan dos Santos,Jonathan Lozano,0.7647058823529411
4311,Wilfried Van Moer,Wilfried Ebane Abessolo,0.65
4312,Daniel Killer,Daniel Kelly,0.8
4313,Justin Cochrane,Justin Schau,0.7407407407407407
4314,Gordon Smith,Grant Smith,0.782608695652174
4315,Thomas Strunz,Tomas Ostrak,0.64
4317,Allan Nielsen,Albin Nilsson,0.6923076923076923
4318,Raheem Sterling,Sem Steijn,0.64
4319,Fernando Quirarte,Fernando Quiroz,0.8125
4322,Marcelo Oliveira,Marcelo Weigandt,0.6875
4323,Bernd Schneider,Leon Schneider,0.8275862068965517
4324,Admiral Muskwe,Admiral Muskwe,1.0
4325,Mathieu Dossevi,Mathieu De Smet,0.6666666666666666
4326,Walter Horak,Santeri Hostikka,0.5714285714285714
4327,Judelin Aveska,Julián Zea,0.6666666666666666
4328,Andreas Heraf,Andreas Kaltoft,0.7142857142857143
4329,Park Soo-Il,Patryk Sokolowski,0.6428571428571429
4330,Matt Holland,Matty Gillam,0.6666666666666666
4331,Adama Guira,Adam Curry,0.6666666666666666
4332,Ali Kaabi,Egli Kaja,0.6666666666666666
4333,Aurélien Chedjou,Aurélien Scheidler,0.7058823529411765
4334,Sam Vokes,Sam Woods,0.6666666666666666
4335,Luis Tejada,Duilio Tejeda,0.6666666666666666
4336,Francisco Lojacono,Franco Lionel Godoy,0.5945945945945946
4337,Tyler Boyd,Tylor Golden,0.6363636363636364
4338,Moussa Wagué,Moussa Guel,0.6956521739130435
4339,Alain Giresse,Davino Liessens,0.6428571428571429
4340,Chan Siu Ki,Chan Kim,0.7368421052631579
4341,Michael Zisser,Mischa Häuser,0.6666666666666666
4342,Renato Zaccarelli,Renzo Paparelli,0.75
4344,No Match,Jeison Estiven Quiñónes Botina,0.4888888888888889
4345,Erik Johansen,Erik Botheim,0.64
4346,Matthew Garbett,Matthew Platt,0.7857142857142857
4347,Mathías Corujo,Matías  Borgogno,0.6666666666666666
4348,Khalaf Al-Mutairi,Maher Al Mutairi,0.6666666666666666
4349,Jean Meneses,Yadir Meneses,0.72
4350,Christian Coste,Griffin Dorsey,0.5517241379310345
4351,Kenan Karaman,Kennet Lara,0.6666666666666666
4352,Mathias Christen,Mathias Eriksen Ranmark,0.6666666666666666
4353,Kevin Lafrance,Kevin Lynch,0.72
4354,Federico Vairo,Federico Navarro,0.8
4355,Lorenzo Staelens,Ben Stephens,0.6428571428571429
4356,Jack Rowley,Jack Doyle,0.7619047619047619
4357,Máximo Mosquera,Fabián Mosquera,0.6666666666666666
4358,Jason Demetriou,Jarno De Smet,0.6428571428571429
4360,Carlos Mejía,Carlos Mosquera,0.7407407407407407
4361,Harry Souttar,Harry Spratt,0.72
4362,Jared Borgetti,Jake Barrett,0.6923076923076923
4363,Karl Sesta,Karol Stanek,0.7272727272727273
4364,Andrés Cabrero,Yeison Andrés Zabaleta Orozco,0.5581395348837209
4365,Masashi Nakayama,Malachi Napa,0.6428571428571429
4366,Julian de Guzman,Julian Guttau,0.6896551724137931
4367,George Dangler,George Oakley,0.7407407407407407
4368,Nikos Machlas,Näis Djouahra,0.5384615384615384
4369,Mohammed Al-Fatil,Mohammed Al Haeti,0.8235294117647058
4370,Franz Burgmeier,Leon Brüggemeier,0.6451612903225806
4371,Luis Chávez,José Luis Chávez,0.8148148148148148
4372,Ronnie Allen,Ronnie Henry,0.75
4373,Mario Moreno,Mario Trejo,0.782608695652174
4374,Kossi Noutsoudje,Kossounou Odilon,0.5625
4375,Álvaro Grant,Álvaro Gómez Martín,0.6451612903225806
4376,José Hmae,Josh Hope,0.6666666666666666
4378,Garry O'Connor,Garry Comerford,0.6896551724137931
4379,George Dublin,George Dowling,0.8148148148148148
4380,Ryan Christie,Ryan Wintle,0.6666666666666666
4381,Ahmad Al-Bashir,Tom Dele-Bashiru,0.6451612903225806
4382,Jelle Vossen,Pelle Boevink,0.64
4383,Sebastian Giovinco,Sebastian Grønning,0.7222222222222222
4384,Walker Zimmerman,Jake Brimmer,0.6428571428571429
4385,Freddy Eastwood,Jake Eastwood,0.7142857142857143
4386,Renato Tapia,Ignacio Tapia,0.72
4387,Saleh Al-Mutlaq,Muteb Al Mutlaq,0.6666666666666666
4389,Louis Floch,Louis John,0.7619047619047619
4390,Daniel Imbert,Daniel Kinumbe,0.7407407407407407
4391,Luis Martínez,Luis Armando Martínez,0.7647058823529411
4393,Jonas Paulionis,Jonas Brauti,0.6666666666666666
4394,Yannick Stopyra,Yannick Toure,0.7142857142857143
4395,Alexander Sørloth,Erlend Tolnes Sørhøy,0.5405405405405406
4396,Johan Walem,Jordan Hallam,0.6666666666666666
4397,Miguel Ángel Noro,Miguel Ángel Morro Muñoz,0.7804878048780488
4398,Matheus Nunes,Mateusz Mlynski,0.6428571428571429
4399,Salem Al-Ajalin,Salem Al Najrani,0.7096774193548387
4400,Nikola Kotkov,Nikolaj Kirk,0.72
4401,Ryan Simpson,Nsana Simon,0.6956521739130435
4402,Ståle Solbakken,Ola Solbakken,0.7857142857142857
4403,Robert Hosp,Robbert de Vos,0.72
4406,Nasser Mohammadkhani,Nayef  Mohammad Kariri,0.6666666666666666
4407,Glenn Hoddle,Ben Liddle,0.6363636363636364
4408,Paul Kakai,Paul Kalambayi,0.75
4409,Mohammed Al-Suwaiti,Mohammed Al Sufyani,0.7894736842105263
4410,Christian Bolaños,Tristan Blackmon,0.6666666666666666
4411,Cameron Hepple,Cameron Yates,0.6666666666666666
4412,Fernando Morena,Furkan Zorba,0.5925925925925926
4413,David Connolly,Dion Conroy,0.64
4414,George Alhassan,Reise Allassani,0.6666666666666666
4415,Jalal Hosseini,Bilal Hussein,0.7407407407407407
4416,Khamis Eid,Khamis Digol,0.7272727272727273
4417,Reg Ryan,Tadhg Ryan,0.6666666666666666
4418,Ali Momin,Aldhair Molina,0.6956521739130435
4419,Alexis Saddler,Alex Bradley,0.6923076923076923
4420,Abdulrahman Mohamed,Abdulrahman Khalid Al Rio,0.6818181818181818
4421,César Eduardo González,Eduardo González,0.8421052631578947
4422,Diego Maradona,Diego Mercado,0.8148148148148148
4423,Michael Lohai,Michael John Lema,0.7333333333333333
4424,Levan Mchedlidze,Levan Kharabadze,0.625
4425,Jacky Valette,Jack Lankester,0.6666666666666666
4426,Kasper Dolberg,Kasper Oldenburger,0.6875
4427,Daniel Killer,Dinesh Gillela,0.5925925925925926
4428,Rocky Siberie,Toby Sibbick,0.56
4429,Fernando Arce,Foster Langsdorf,0.5517241379310345
4431,Paolo Montero,Alejo Montero,0.7692307692307693
4432,Douglas Aziz,Hugh Douglas,0.5833333333333334
4433,Jeris Tadrus,Jeison Truque,0.64
4434,Abdelaziz Daidi,Abdulbasit Hindi,0.6451612903225806
4435,Emin Mahmudov,Enes Mahmutovic,0.7142857142857143
4437,Derek Spence,Djed Spence,0.782608695652174
4438,Rabih Ataya,Fatih Kaya,0.6666666666666666
4439,Harry Duggan,Harry Donovan,0.72
4440,Benjamín Delgado,Benjamín Rivera,0.7096774193548387
4441,Carlos María Morales,Carlos Mario Polo Gómez,0.6511627906976745
4442,Abdul Kader Rifai,Abdoulkader Thiam,0.7058823529411765
4443,Hatem Ben Arfa,Sami Ben Amar,0.6666666666666666
4444,Tammy Abraham,Tristan Abrahams,0.6896551724137931
4445,Garra Dembélé,Garland Gbellé,0.5925925925925926
4447,No Match,Göktug Kimisir,0.5
4448,Beder Caicedo,Rogerio Caicedo,0.7142857142857143
4449,Okan Yılmaz,Okan Yilmaz,0.9090909090909091
4450,Harry Hestad,Harry Isted,0.782608695652174
4451,Daniel Jensen,Daniel Devine,0.7692307692307693
4452,Augustine Peli,August Mikkelsen,0.6
4453,Gary McAllister,Kyle McAllister,0.8
4454,Simon Dawkins,Simon Amin,0.6956521739130435
4455,Nathan Blake,Nathan Harker,0.8
4456,Nasser Al-Shamrani,Jasser Khmiri,0.6451612903225806
4457,Callum McGregor,Callum Lang,0.6153846153846154
4458,Nashat Akram,Rahmat Akbari,0.64
4459,Marco Bode,Jacob Bedeau,0.6363636363636364
4460,Mark Hartmann,Marius Hauptmann,0.7586206896551724
4461,Matthias Sammer,Matthias Layer,0.8275862068965517
4463,Karol Dobiaš,Karol Dybowski,0.6923076923076923
4464,Carlos Aragonés,Órles Aragón,0.6666666666666666
4465,Michael Boxall,Michael Sandoval,0.7333333333333333
4467,Joseph Mendes,Josh Rees,0.7272727272727273
4468,Tyrone Mings,Tyrone Duffus,0.64
4469,Dennis Wise,Dennis Dressel,0.72
4470,Maximilian Göppel,Maximilian Kilman,0.7058823529411765
4471,Aleksandar Petaković,Aleksandar Cvetkovic,0.85
4473,Mario Kempes,Marc Vito Brezmes,0.6896551724137931
4474,Henri Baillot,Henrik Bellman,0.6666666666666666
4475,Johann Horvath,Johan Hove,0.75
4476,Roy Bentley,Rory Feely,0.6666666666666666
4477,Enzo Fernández,Enzo Le Fée,0.56
4478,Raman Vasilyuk,Ryan Cassidy,0.6153846153846154
4479,Luis Araneda,Luuk  Brand,0.6086956521739131
4480,Jan Kopic,Jan Kronig,0.7368421052631579
4483,Yusuf Altıntaş,Yusuf Avcilar,0.6666666666666666
4484,Piet de Boer,Pierce Bird,0.6086956521739131
4485,Colin Cameron,Innes Cameron,0.6923076923076923
4486,Salim Tuama,Salim Farsak,0.6956521739130435
4487,Iban Iyanga,Dane Ingham,0.6363636363636364
4488,Gabriel Riera,Gabriel Rogers,0.8148148148148148
4489,Sulley Muntari,Egy Maulana Vikri,0.5161290322580645
4490,Davie Cooper,Charlie Cooper,0.7692307692307693
4491,Klaus Fichtel,Hampus Finndell,0.5714285714285714
4492,Giorgi Kharaishvili,Giorgi Tsitaishvili,0.7894736842105263
4493,João Elias,Connor Ellis,0.6363636363636364
4494,Danilo Pereira,Dylan Pierias,0.6666666666666666
4495,Samir Sultan Al Fahad,Omar Salman Al Suhaymi,0.6046511627906976
4496,Aaron Long,Aaron Eichhorn,0.6666666666666666
4497,Andrei Karpovich,Arnel Jakupovic,0.6451612903225806
4498,Dejan Jakovic,Kenan Fatkic,0.64
4499,Jason Scotland,Mason Stajduhar,0.6206896551724138
4500,John Hewie,??? Joon Hee Lee,0.5384615384615384
4501,Nasser Al-Shamrani,Nasser Al Dajani,0.7647058823529411
4502,Edward Jildo,Edward Chilufya,0.6666666666666666
4503,Ismail Isa,Ismail Ünal,0.7619047619047619
4506,Isaac Boakye,Isaac Pearce,0.6666666666666666
4507,Terry Harkin,Jerry Lalrinzuala,0.6206896551724138
4508,Abdeljalil Hadda,Abdul-Halik Hudu,0.625
4511,Willi Wigold,William Fitzgerald,0.6666666666666666
4512,Enrique Saura,Ashique Kuruniyan,0.5333333333333333
4514,Ángel Romano,Ángel Alonzo,0.75
4515,Lucas Neill,Luca Connell,0.6956521739130435
4516,Abdulla Nasur,Abdul Manaf Nurudeen,0.6060606060606061
4517,Gary Kelly,Ciaran Kelly,0.7272727272727273
4518,David Patiño,Dawid Pakulski,0.6153846153846154
4520,Thomas Berthold,Thomas Isherwood,0.7096774193548387
4521,Dylan Tavares,Dylan Hayes,0.75
4522,Luis Artime,Luther Archimède,0.5925925925925926
4523,Charles Akonnor,Charles Lokoli-Ngoy,0.6470588235294118
4524,James McArthur,James McGarry,0.7407407407407407
4525,Willie Morgan,William Le Pogam,0.6896551724137931
4526,Marco Asensio,Marcelo Agustín Miño,0.6666666666666666
4527,Matthias Sindelar,Matthias Minder,0.875
4528,Hamad Al Harbi,Hammad Al Shaya,0.6896551724137931
4529,Cameron Hepple,Cameron Lindley,0.6896551724137931
4530,Brent Fisher,Andy Fisher,0.6956521739130435
4531,Matthew Booth,Matthew Bower,0.7692307692307693
4532,Michael Forde,Michael McCrudden,0.7333333333333333
4533,Sutee Suksomkit,Nattawut Suksum,0.5333333333333333
4534,Dayro Moreno,Jhord Bayron Garcés Moreno,0.5789473684210527
4535,Miranda,Birkan Kirdar,0.6
4536,Mohammad Alavi,Mohammad Fuad Al Thani,0.7222222222222222
4537,Samir Kamouna,Sam Junqua,0.6086956521739131
4538,Allan Hansen,William Arne Hanssen,0.6875
4539,Hugo Almeida,Togo Umeda,0.6363636363636364
4541,Martin Telser,Martin Ove Roseth,0.6666666666666666
4542,Tarik Tissoudali,Tariq Issa,0.6153846153846154
4543,Diego Tristán,Diego Arias,0.75
4545,David Kipiani,Dawid Blanik,0.64
4546,José García,Jorge García,0.782608695652174
4548,Tony Adams,Tom Amos,0.6666666666666666
4549,Cristian Manea,Cristian Moya,0.8148148148148148
4550,Joshua Kennedy,Joshua Kayode,0.6666666666666666
4551,Matej Mavrič,Mateo Matic,0.6956521739130435
4552,Tim Payne,Alfie Payne,0.7
4553,Nedim Doğan,Adem Dogan,0.6666666666666666
4554,Ian Stewart,Ikuma Sekigawa,0.56
4555,M'Bala Nzola,Blazej Niezgoda,0.5925925925925926
4556,Alexander Saununu,Alexander Baun,0.8387096774193549
4557,Keon Daniel,Kieron Dawes,0.6956521739130435
4558,Daniel Ebomoa,Daiki Enomoto,0.6153846153846154
4559,Brad Evans,Brad Lyons,0.7
4560,Henry Morris,Henry Offia,0.6086956521739131
4561,Reynaldo Parks,Romeo Parkes,0.6923076923076923
4562,Alex Scott,Walter Scott,0.7272727272727273
4563,Martin Gregory,Cameron Gregory,0.7586206896551724
4564,Dante Leverock,Dante Leverock,1.0
4565,Mickey Weche,Miles Welch-Hayes,0.6206896551724138
4566,Hotaru Yamaguchi,Kazuki Yamaguchi,0.75
4567,Mario Moreno,Dario Marzino,0.72
4568,Atiba Hutchinson,Isaac Hutchinson,0.75
4569,Ender Konca,Enes Küc,0.631578947368421
4570,Luciano Galletti,Luca Gelzleichter,0.6060606060606061
4571,Piotr Czachowski,Nico Ochojski,0.6206896551724138
4573,Edwin Cardona,Edvin Crona,0.8333333333333334
4574,Andrew Robertson,Andrew Nelson,0.7586206896551724
4575,Ricardo Phillips,Riccardo Piscitelli,0.7428571428571429
