,scorer,full_name,similarity
11721,Florin Bratu,Florian Valot,0.72
11722,Fernand Brosius,Franz Brorsson,0.6896551724137931
11723,Miguel Ángel Ponce,Miguel Olavide Montes,0.6153846153846154
11724,Jonathan Cantillana,Yonatan Yovanny Murillo Alegría,0.52
11725,Simone Zaza,Simone Pasa,0.8181818181818182
11726,Phillip Skeal,Phillipp Steinhart,0.7096774193548387
11727,Jesper Blomqvist,Jesper Drost,0.7142857142857143
11728,Lawrence Adjei,Lawrence Ofori,0.7142857142857143
11729,Emanuel Fabri,Omatsone Folarin Aluko,0.5142857142857142
11730,Raphael Rohrer,Raphael Framberger,0.6875
11731,Vladan Lukić,Vladan Adžic,0.6666666666666666
11732,Jairo Patiño,Jairo Palomino,0.7692307692307693
11733,Marcelo Otero,Marcelo Rivoredo,0.6896551724137931
11734,Christoffer Nyman,Christoffer Remmer,0.7428571428571429
11735,Fabian Schär,Fabian Koch,0.782608695652174
11736,Matthew Bingley,Matthew Pennington,0.6666666666666666
11737,Jorge Monge,George Long,0.7272727272727273
11738,Carlos Rivera,Carlos Esquivel Silva,0.6470588235294118
11739,Thomas Delaney,Thomas Deng,0.8
11740,Mohammed Al-Fatil,Mohammed Al Fatil,0.9411764705882353
11741,Jamiro Monteiro,Jairo Morillas Rivero,0.6111111111111112
11742,Adam Hložek,Adam Hloušek,0.8695652173913043
11743,Manoel Alencar Monte,Kaio Jesus Aldair Porto,0.5116279069767442
11744,Tyrone White,Tyronne Ebuehi,0.6923076923076923
11745,Christian Perez,Cristian Flórez,0.8
11747,Stéphane Mbia,Stéphane Darbion,0.7586206896551724
11748,Noel Cantwell,Todd Cantwell,0.7692307692307693
11749,Hardy Binguila,Tayfur Bingöl,0.5925925925925926
11750,Moussa Sow,Moussa Sao,0.9
11751,Zach Muscat,Zac MacMath,0.7272727272727273
11752,Emanuele Giaccherini,Emanuel Biancucchi,0.7368421052631579
11753,Mihail Lozanov,Mikhail Lysov,0.7407407407407407
11754,Florian Thauvin,Florian Tardieu,0.7333333333333333
11755,Michael Barrantes,Michaël Barreto,0.75
11756,David Stokes,David Bates,0.782608695652174
11757,Héctor Socorro,Héctor Berríos,0.7142857142857143
11758,Toni Polster,Toni Wachsmuth,0.5384615384615384
11759,Tony Laus,Kortney Hause,0.6363636363636364
11760,Jérémy Ménez,Jérémy Clément,0.6923076923076923
11761,Joseph Sam,Joseph Amoah,0.7272727272727273
11762,Emile Heskey,Jake Hesketh,0.5833333333333334
11763,André Carrillo,Bryan Andrés Carvallo Utreras,0.5581395348837209
11764,Gary Kelly,Gary Tello,0.8
11766,Roman Lentner,Romano Perticone,0.6896551724137931
11767,Fernando Quirarte,Crysan C. Queiroz Barcelos,0.5116279069767442
11768,Stanislav Griga,Branislav Ninaj,0.6666666666666666
11769,Mirko Vučinić,Mirko Bruccini,0.7407407407407407
11771,Jeremy Christie,Jeremy Ebobisse,0.6666666666666666
11773,Pedro Petrone,Jerold Promes,0.6153846153846154
11774,Zvonimir Boban,Tommie Hoban,0.6153846153846154
11776,Andrey Arshavin,Andrea Arrighini,0.7096774193548387
11777,Roy Miller,Tyler Miller,0.7272727272727273
11778,Juan Francisco Rodríguez Herrera,William Francisco Luis Arboleda Perea,0.5507246376811594
11779,Robbie Dunn,Robbie Benson,0.75
11780,Cristian Gonzáles,Cristian Salvador González,0.7441860465116279
11781,Sebastian Szymański,Sebastian Szymanski,0.9473684210526315
11782,Adrián Escudero,Matías Andrés Escudero,0.6486486486486487
11783,Michael Baur,Michael Turner,0.7692307692307693
11784,Žarko Serafimovski,Jakob Nerwinski,0.6060606060606061
11785,Max Llovera,Maximiliano Lovera,0.6896551724137931
11786,Lars Bender,Luca Belingheri,0.6153846153846154
11787,Christophe Bonvin,Christoph Monschein,0.7777777777777778
11788,Julio César Britos,Vitor Costa de Brito,0.631578947368421
11790,Mohamadou Sumareh,Mouhamadou-Naby Sarr,0.7027027027027027
11791,Nicky Barmby,Nick Blackman,0.64
11792,Nicolae Stanciu,Oihan Sancet Tirapu,0.5294117647058824
11793,Leonid Buryak,Leon Guwara,0.6666666666666666
11794,Alessandro Altobelli,Alessandro Martinelli,0.7804878048780488
11795,Carl Fletcher,Ashley Fletcher,0.7142857142857143
11796,Manuel Rivera,Cyriaque Rivieyran,0.6451612903225806
11797,Mohammed Al-Suwaiti,Mohammed Marzouq Al Kuwaykibi,0.6666666666666666
11798,Eden Hazard,Kylian Hazard,0.6666666666666666
11799,Bryan Acosta,Bryan Alfonso Vejar Utreras,0.5641025641025641
11800,Andy Baptiste,Baptiste Aloé,0.6153846153846154
11801,Igor Netto,Igor Vetokele,0.6956521739130435
11802,Jordan Morris,Josh Morris,0.75
11803,Frane Matošić,Franck Mbia Etoundi,0.625
11804,Jimmy Mason,Jimmy Ryan,0.7619047619047619
11805,Dennis Praet,Derik Osede Prieto,0.6
11806,Johnny Thio,Johnny Juul Thomsen,0.6666666666666666
11807,Dennis López,Dennis Kempe,0.75
11808,Craig Moore,Craig Noone,0.8181818181818182
11809,Energio Díaz,Jhonier Viveros Díaz,0.625
11810,Bradley August,Blazej Augustyn,0.6896551724137931
11811,Pierluigi Casiraghi,Pierluigi Frattali,0.7027027027027027
11812,Lars Bender,Barnabás Bese,0.5833333333333334
11813,Edgar Valencia,Isaac Carcelén Valencia,0.5945945945945946
11814,Rubén Ayala,Rubén Yáñez Alabart,0.6
11815,Federico Vairo,Federico Bravo,0.7857142857142857
11816,Sebastián Rambert,Sebastián Rincón Lucumí,0.6
11817,Andreas Granqvist,Andreas Blomqvist,0.7647058823529411
11818,Geraldo José da Silva,Adaílton dos Santos da Silva,0.6530612244897959
11819,Steven Pienaar,Stiven Plaza,0.6923076923076923
11820,Mat Noh,Santy Ngom,0.5882352941176471
11821,Hernán Darío Herrera,Hernán Ignacio Hechalar,0.6046511627906976
11822,Leonardo Rodríguez,Leonardo Nicolás Povea Pérez,0.5652173913043478
11823,Adam Johnson,Adam Jackson,0.75
11824,Dioh Williams,Josh Williams,0.8461538461538461
11825,Daniel Noriega,Daniel Nieto Vela,0.7096774193548387
11826,Michael Boxall,Michael Boxall,1.0
11827,Irfan Fandi,Ivan Franjic,0.6956521739130435
11828,Patrick Müller,Patrick Mullins,0.7586206896551724
11829,Eduardo Mingo,Dardo Miloc,0.6666666666666666
11830,Bruno Mora,Bruno Godeau,0.7272727272727273
11831,Adam Ounas,Adam Lundqvist,0.6666666666666666
11832,Juan Pablo Vargas,Juan Pablo Zuluaga Estrada,0.6976744186046512
11833,Ian Edwards,Gwion Edwards,0.75
11834,Abelardo Fernández,Abraham  Minero Fernández,0.6976744186046512
11835,Billy Steel,Olly Lee,0.631578947368421
11837,Yaser Hamed,Tarek Hamed,0.7272727272727273
11838,Isaac Tondo,Isaac Koné,0.7619047619047619
11839,Alex Nyarko,Alex Woodyard,0.6666666666666666
11840,Jairo Patiño,Juan Patiño,0.782608695652174
11841,Renán López,Leonel López,0.6956521739130435
11842,Luis Reyna,Luis Cárdenas,0.6956521739130435
11843,Aboubakar Kamara,Aboubakar Oumarou,0.7878787878787878
11844,Dean Saunders,Keanu Staude,0.72
11845,Theofanis Gekas,Theofanis Tzandaris,0.7058823529411765
11846,Aaron Mooy,Alan Mozo,0.7368421052631579
11847,Karim Matmour,Karim Azamoum,0.7692307692307693
11848,No Match,Tomás Pablo Astaburuaga Montoya,0.4782608695652174
11849,Matthew Upson,Matthew Kilgallon,0.6666666666666666
11850,Manuel Seoane,Manuel Scavone,0.8148148148148148
11851,Kevin Nemia,Kevin Begois,0.6956521739130435
11852,Kirk Broadfoot,Kirk Broadfoot,1.0
11854,Carlos Andrés Sánchez,Carlos Andrés Bejarano Palacios,0.6153846153846154
11855,Jesper Olsen,Jesper Nyholm,0.64
11857,No Match,Abdulyussuf Adedeji Adeniyi Oshilaja,0.4444444444444444
11858,Erik Dyreborg,Erik Friberg,0.72
11859,Dioh Williams,David Williams,0.8148148148148148
11860,Sebastián Eguren,Sebastián Zúñiga Fuenzalida,0.6511627906976745
11861,Mario Acevedo,Lucas Acevedo,0.6923076923076923
11862,Thomas Sjöberg,Thomas Ebner,0.7692307692307693
11863,Matteo Darmian,Mateo Barac,0.72
11864,Daniel James,Daniel James,1.0
11865,Nathan Blake,Nathaël Julan,0.64
11866,Ronald de Boer,Rody de Boer,0.8461538461538461
11867,Wilfried Zaha,Wilfried Moimbé-Tahrat,0.6857142857142857
11868,Aleksandr Ivanov,Aleksandar Radovanovic,0.7894736842105263
11870,Ryan Camilleri,Ryan Colclough,0.5714285714285714
11871,Marek Poštulka,Matej Pulkrab,0.6666666666666666
11872,Luis Suárez,Luis Javier Suárez,0.7586206896551724
11873,Vincent Magro,Vincent Marchetti,0.7333333333333333
11874,Steffen Iversen,Steven Lewerenz,0.6666666666666666
11875,Jon Dahl Tomasson,Joachim Thomassen,0.7058823529411765
11876,Loïc Négo,Loïc Nestor,0.7
11877,Ondrej Krištofík,Ondrej Mihálik,0.6
11878,Walter Morel,Valtteri Moren,0.7692307692307693
11879,Panagiotis Tachtsidis,Panagiotis Vlachodimos,0.7906976744186046
11880,Joaquín Sierra,Jaílson Marques Siqueira,0.5789473684210527
11881,Silvestre Varela,Joan Sastre Vanrell,0.6285714285714286
11882,Sebastián Eguren,Sebastian Ernst,0.7741935483870968
11883,Abdullah Wabran,Abdullah Durak,0.7586206896551724
11884,Joseph Ouattara,Adolph Joseph DeLaGarza,0.5789473684210527
11885,Enrique Ávalos,Tarique Fosu,0.6153846153846154
11886,Esteban Cambiasso,Esteban Andrés Carvajal Tapia,0.5217391304347826
11887,Eliseo Quintanilla,Álex Quintanilla Urionabarrenetxea,0.5384615384615384
11888,Fredy Bareiro,Adam Bareiro,0.72
11889,João Carlos dos Santos,João Pedro Pereira dos Santos,0.6666666666666666
11890,Moustafa Abdou,Mustafa Akbas,0.7407407407407407
11891,Carlos Vivo Goban,Carlos Julio Robles Rocha,0.6190476190476191
11892,Nick Deacy,Nick Venema,0.6666666666666666
11893,Themistoklis Tzimopoulos,Themistoklis Tzimopoulos,1.0
11894,Dimitrij Nazarov,Dimitrij Nazarov,1.0
11895,Scott Wiseman,Scott Jamieson,0.6666666666666666
11897,Michal Bílek,Michal Helik,0.75
11898,Bassam Jeridi,Bautista Merlini,0.6206896551724138
11899,Danilo Alvim,Danilo Arboleda,0.6666666666666666
11900,Matthias Sammer,Matthias Bader,0.8275862068965517
11901,Sebastián Rambert,Sebastián Óscar Jaime,0.6842105263157895
11902,Mahdi Kamel,Maik Kegel,0.6666666666666666
11903,Sedat Özden,Serdar Özkan,0.6956521739130435
11904,Josh Parker,Josh Earl,0.7
11905,Maxime Bossis,Tim Boss,0.6666666666666666
11906,Nicolás Falero,Pablo Nicolás Caballero Santos,0.5909090909090909
11907,Ezequiel Jerez,Ezekiel Fryers,0.6428571428571429
11908,Martin Fabuš,Martin Pušic,0.75
11909,Alexandre Czerniatynski,Alan Czerwinski,0.7368421052631579
11910,Declan Edge,Alan Judge,0.6666666666666666
11911,Aleksandar Trajkovski,Oleksandr Andrievskyi,0.6666666666666666
11912,Zola Matumona,Xola Mlambo,0.6666666666666666
11913,Marvin González,Mariano González Maroto,0.7368421052631579
11915,Christoph Metzelder,Christoph Riegler,0.7777777777777778
11916,Aluísio Francisco da Luz,Maximiliano Francisco Lugo,0.64
11917,Golman Pierre,Romain Perraud,0.6666666666666666
11918,Marcial Salazar,Javier Alván Salas Salazar,0.5853658536585366
11919,Juan Barrera,Sercan Sararer-Osuna,0.5625
11920,Konstantin Vassiljev,Konstantin Kuchaev,0.7368421052631579
11921,Christian Poulsen,Cristian Colmán,0.75
11923,Martin Harnik,Marvin Wanitzek,0.7142857142857143
11924,Ricardo Altamirano,Facundo Altamirano,0.7777777777777778
11925,Antonín Barák,Botond Baráth,0.6153846153846154
11926,Florin Bratu,Florin Berenguer,0.7142857142857143
11928,Philip Zialor,Philip Zinckernagel,0.6875
11929,Juan Carreño López,Alan Omar Mendoza López,0.6341463414634146
11930,Ariel Ortega,Abel Ruiz Ortega,0.7142857142857143
11931,Thomas Lemar,Thomas Lam,0.8181818181818182
11932,Philipp Hosiner,Philipp Hosiner,1.0
11933,Andreas Skov Olsen,Andreas Skov Olsen,1.0
11934,Julian Wade,Julian von Haacke,0.6428571428571429
11935,Manuel Fernandes,Miguel Aires Fernandes Olivera,0.6086956521739131
11936,Raja Rafe,Rajko Rep,0.6666666666666666
11937,Carlos Alberto Torres,Alex Charles Doneiro Gomes,0.5531914893617021
11938,Giuseppe Rossi,Giuseppe Mastinu,0.7333333333333333
11939,John Mahoney,Connor Mahoney,0.7692307692307693
11940,Jeffrey Kwaomae,Jeffry Fortes,0.6428571428571429
11941,Matteo Vitaioli,Matteo Mandorlini,0.6875
11942,Maximilian Göppel,Maximilian Ullmann,0.6857142857142857
11943,Moussa Mallam,Moussa Sylla,0.8
11944,Juan Carlos Mariño,Juan Pablo Miño,0.7878787878787878
11945,Djihad Bizimana,Djihad Bizimana,1.0
11946,Gill Swerts,Nils Seufert,0.6086956521739131
11947,Dominik Szoboszlai,Dominik Prokop,0.625
11948,Emmanuel Poila,Emanuele Padella,0.7333333333333333
11949,Roberto Cherro,Roberto Cereceda,0.7333333333333333
11950,Juan Flores Madariaga,Javier Flores Santacruz,0.5909090909090909
11951,Jaime González,Jaime Báez,0.75
11952,Manfred Zsak,Manfred Starke,0.7692307692307693
11953,Metin Kurt,Yekta Kurtulus,0.5833333333333334
11954,Richard Iwai,Richard Tait,0.8333333333333334
11955,Pedro Alcides Bareiro,Frederico Luis Rendel Barreto,0.56
11956,Jonathan Bru,Jonathan Grounds,0.7857142857142857
11957,Álvaro Grant,Álvaro Traver Navarrete,0.5714285714285714
11958,Manuel Fernandes,Manuel Farrona Pulido,0.6486486486486487
11959,Paul Ince,Paul Izzo,0.6666666666666666
11960,Alessandro Altobelli,Alessandro Iacobucci,0.7
11961,Emil Hallfreðsson,Emil Salomonsson,0.6666666666666666
11962,Tim Bredbury,Tim Breukers,0.75
11963,Fernando Ochoaizpur,Iván Fernando Ochoa Chávez,0.6666666666666666
11964,Christian Mayrleb,Christian Camilo Mafla Rebellón,0.625
11965,Sedat Özden,Ferhat Öztorun,0.56
11966,Mark Burton,Jake Buxton,0.7272727272727273
11967,Ondřej Čelůstka,Ondrej Celustka,0.8
11968,Xavier Arreaga,Xavier Arreaga,1.0
11969,Juan Pablo Ángel,Juan Pablo Gómez Vidal,0.6842105263157895
11970,Bakary Sako,Baïssama Sankoh,0.6153846153846154
11971,Pier Domenico Della Valle,Iker Guarrotxena Vallejo,0.5306122448979592
11972,Matheus Nunes,Matheus da Cunha Gomes,0.6857142857142857
11973,Daniel Prodan,Darnell Furlong,0.6428571428571429
11974,Emanuel Pogatetz,Gaspar Emanuel Iñíguez,0.5789473684210527
11975,No Match,Danildo Jose Sao Pedro Accioly Filho,0.46153846153846156
11976,Kenny Sansom,Danny Swanson,0.72
11977,Borče Jovanovski,Djordje Jovanovic,0.7272727272727273
11978,Robert Dienst,Robert Lundström,0.6896551724137931
11979,Thomas Elliot,Tom Elliott,0.8333333333333334
11980,Juan Carlos Heredia,Leonardo Matías Heredia,0.6190476190476191
11982,Alan Edward Davidson,Alan Eduardo Schons,0.6666666666666666
11983,Marcus Macauley,Marc McNulty,0.7407407407407407
11985,Michael Lang,Michal Janota,0.72
11986,Alan McDonald,Shaun MacDonald,0.7857142857142857
11987,Leonardo Palacios,Leonardo da Silva Lopes,0.7
11988,César Azpilicueta,César Arzo Amposta,0.6285714285714286
11989,Christos Aravidis,Christos Albanis,0.7878787878787878
11990,Emilio Mora,Emiliano Purita,0.6923076923076923
11991,Carlos Alberto Torres,Carlos Alberto Rodríguez Gómez,0.7058823529411765
11992,Matt Elliott,Mattia Finotto,0.6923076923076923
11994,Pablo Contreras,Pablo Ignacio Corral Mondaca,0.5116279069767442
11995,Stefan Lainer,Stefan Lex,0.782608695652174
11996,Julio Ramírez,Cándido Ramírez,0.7142857142857143
11997,No Match,Estevão Danilo Rios Chiamulera,0.5
11998,Enrique Ferrer,Lucas Henrique Ferreira Venuto,0.5909090909090909
11999,Ani Gome,Angel Gomes,0.7368421052631579
12000,Davide Astori,Davide Agazzi,0.6923076923076923
12001,Armando Tobar,Franco Escobar,0.6666666666666666
12002,Daniele Massaro,Dario Del Fabro,0.6
12003,Efraín Juárez,Erbín Trejo,0.5833333333333334
12004,Lukas Spalvis,Luka Ilic,0.6363636363636364
12005,Carlos Bueno,Nils Butzen,0.6086956521739131
12007,Andreas Heraf,Andreas Leitner,0.7142857142857143
12008,Carlos Bacca,Karlo Brucic,0.6666666666666666
12009,Mohamed Dräger,Mohamed Dräger,1.0
12010,Francisco Flores,Francisco Fydriszewski,0.7368421052631579
12011,Joash Leader,Jonas Bager,0.6956521739130435
12012,Niki Zimling,Niki  Dige Zimling,0.8
12013,Michael Smith,Michael Smith,1.0
12014,Giovanni Drenthe,Jannik Dehm,0.5925925925925926
12015,Nicolás Martínez,Federico Palacios Martínez,0.6666666666666666
12016,Agustín Álvarez,Alexis Zapata Álvarez,0.6111111111111112
12017,Louis Pilot,Louis Bostyn,0.6956521739130435
12018,Jordan Henderson,Ian Henderson,0.8275862068965517
12019,Francesco Graziani,Francesco Orlando,0.7428571428571429
12020,Nuno Gomes,Nuno Caio Cedrim Feitosa,0.5294117647058824
12021,José Ramos Delgado,Henry Andrés Rojas Delgado,0.5909090909090909
12022,Marek Sapara,Marwane Saadane,0.6666666666666666
12023,El Hadji Diouf,El-Hadji Ba,0.64
12024,Alain Couriol,Amine Gouiri,0.64
12025,Jamie Thomas,Bastien Toma,0.6666666666666666
12026,Tony Dunne,Noë Dussenne,0.6363636363636364
12027,Barry Ferguson,Shane Ferguson,0.7142857142857143
12028,Fernando Silva,Charles Fernando Basilio da Silva,0.5957446808510638
12029,Lukas Podolski,Lukasz Wolsztynski,0.6875
12030,Dave Clements,Luca Clemenza,0.6153846153846154
12031,Kévin Parsemain,Guévin Tormin,0.6428571428571429
12032,Salvatore Bagni,Salvatore Molina,0.7096774193548387
12033,Avondale Williams,Ronwen Williams,0.75
12034,Hernando Salazar,Herolind Shala,0.6666666666666666
12035,Marcel Sabitzer,Marcel Ritzmaier,0.7741935483870968
12036,No Match,?????·???,0.0
12037,Jason Demetriou,Jason Demetriou,1.0
12038,Daniel Cousin,Daniel Cardoso,0.7407407407407407
12039,Michel Reuter,Michiel Jonckheere,0.6451612903225806
12040,Richard José Blanco,Ricardo Darío Blanco,0.7692307692307693
12041,Vasili Baranov,Vasilije Janjicic,0.5806451612903226
12042,Martin Boyle,Mariano Bíttolo,0.6666666666666666
12043,Jorge Sánchez,Sergio Blázquez Sánchez,0.6111111111111112
12044,Henrik Larsson,Eric Larsson,0.7692307692307693
12045,Patrick Modeste,Patrick Mortensen,0.75
12046,Carlos Miguel da Silva Júnior,José Manuel da Silva Oliveira,0.6551724137931034
12047,Marc Joseph,Marc Hornschuh,0.64
12048,Juan José Jayo,Juan José Camacho Barnola,0.6153846153846154
12049,Luis Araneda,Luka Zarandia,0.64
12050,Sanda Seydou,Mandé Sayouba,0.64
12051,Ruben Mendoza,Ruben Ligeon,0.64
12052,Zsolt Kalmár,Zsolt Korcsmár,0.7692307692307693
12053,Jan Bartram,Sören Bertram,0.6666666666666666
12054,Stephen Keshi,Stephen Quinn,0.6923076923076923
12055,Andoni Zubizarreta,Andoni Zubiaurre Dorronsoro,0.6666666666666666
12056,Dwight Ferguson,Lewis Ferguson,0.7586206896551724
12057,Fernando Riera,Fernando Daniel  Brandán,0.6842105263157895
12058,Anatolie Doroș,Anatole Ngamukol,0.6
12059,Michael Forde,Michael de Leeuw,0.6896551724137931
12060,Lyle Taylor,Lyle Taylor,1.0
12061,Reon Moore,Simon Moore,0.7619047619047619
12062,Fakhreddine Ben Youssef,Fakhereedine Ben Youssef,0.9361702127659575
12063,Fredrik Strømstad,Fredrik Ulvestad,0.7272727272727273
12064,Julio César de León,Julio César Cascante Solórzano,0.6530612244897959
12065,Gevorg Ghazaryan,Egor Nazaryna,0.6206896551724138
12066,Dinos Kouis,Dico Koppers,0.6086956521739131
12067,Marc Vales,Marc Vidal,0.8
12068,Tony Yeboah,Yaw Yeboah,0.6666666666666666
12069,Carlos Castro Borja,Carlos Castro García,0.8205128205128205
12070,Daniel Reyes,Daniel Steres,0.8
12071,David Powell,David Pollet,0.8333333333333334
12072,Sebastián Soria,Sebastián Ferreira,0.7878787878787878
12073,Sebastian Mila,Sebastian Schuppan,0.6875
12074,Ole Sørensen,Asger Sørensen,0.7692307692307693
12075,Chris Martin,Chris Durkin,0.75
12076,Valter Birsa,Vedat Bora,0.6363636363636364
12077,Ali Al Saadi,Aqeel Al Sahabi,0.7407407407407407
12078,Carlos Miguel da Silva Júnior,Sérgio Gabriel da Silva Andrade,0.5666666666666667
12079,Nemanja Matić,Nemanja Mitrovic,0.7586206896551724
12080,Mark Hateley,Mark Little,0.6956521739130435
12081,Emílio da Silva,Welson Emílio Leima Garcia,0.5365853658536586
12082,Oceano da Cruz,Danilson da Cruz Gomes,0.6111111111111112
12083,Leandro Barreiro,Leandro Freire de Araújo,0.65
12084,Mounir El Hamdaoui,Mounir El Hamdaoui,1.0
12085,Christian Ramos,Christian Ramsebner,0.8235294117647058
12086,César Delgado,César De La Hoz López,0.5882352941176471
12087,Monès Chéry,Loris Néry,0.5714285714285714
12088,Per Kristoffersen,Simon Makienok Christoffersen,0.6086956521739131
12089,Manuel Arancibia,Luís Manuel Arantes Maximiano,0.6222222222222222
12090,Ebi Smolarek,Fábio Szymonek,0.6153846153846154
12091,Badar Al-Mahrouqi,Badr Boulahroud,0.6875
12092,Lucas Barrios,Luca Strizzolo,0.5925925925925926
12093,Dries Mertens,Dries Wouters,0.6923076923076923
12094,Fabian Johnson,Marvin Johnson,0.7857142857142857
12095,Marco Padalino,Marco Pinato,0.7692307692307693
12096,Nahuel Molina,Nahuel Yeri,0.6666666666666666
12097,Sylvain Booene,Sylvain Gbohouo,0.6896551724137931
12098,Kole Hall,Rob Hall,0.7058823529411765
12099,Salim Moin,Sam Cronin,0.7
12101,Ibrahima Traoré,Ibrahim Traoré,0.9655172413793104
12102,Benjamin Fischer,Benjamin Girth,0.7333333333333333
12103,Daniel Hasler,Daniel Hägele,0.7692307692307693
12104,Darío Lezcano,Darío Mendiseca,0.6428571428571429
12105,Eddie Hernández,Edgar Melitón Hernández Cabrera,0.5652173913043478
12106,Miguel Pereira,Luís Miguel  Pereira Cortez,0.6829268292682927
12107,Pedro González Vera,Alejandro Damián González Hernández,0.5925925925925926
12108,Glenn Hoddle,Glenn Loovens,0.64
12109,Fabrizio Ravanelli,Fabrício Silva Dornellas,0.6190476190476191
12110,José Velásquez,José Verdú Nicolás,0.625
12111,Liam Brady,Liam Lindsay,0.6363636363636364
12112,Jiří Sobotka,Jirí Skalák,0.6086956521739131
12113,Erich Probst,Nick Proschwitz,0.5925925925925926
12114,Jairo Arrieta,Mirko Carretta,0.6666666666666666
12115,Chris Martin,Christoph Martschinko,0.7272727272727273
12116,Daniel Hasler,Daniel Høegh,0.72
12117,Nicolás Ramírez,Héctor Rodas Ramírez,0.6285714285714286
12118,Andreas Malin,Andrea Nalini,0.8461538461538461
12119,Alejandro Cichero,Alejandro Sánchez,0.7647058823529411
12120,Jonathan Niva,Jonathan Ligali,0.7857142857142857
12121,Gilberto dos Santos,Getterson Alves dos Santos,0.6666666666666666
12122,Matthias Sammer,Matthew Sadler,0.6896551724137931
12123,Fredy Guarín,John Fredy Pajoy Ortíz,0.5294117647058824
12124,Antonio de Miguel,Ricardo Antonio Jérez Figueroa,0.5957446808510638
12126,Thomas Meunier,Thomas Meißner,0.8571428571428571
12127,Julian Draxler,Julian Schauerte,0.6666666666666666
12128,Miguel Ángel Ponce,Miguel Jiménez Ponce,0.7894736842105263
12129,Filipe Duarte,Aylton Filipe Boa Morte,0.6111111111111112
12130,Kevin Volland,Kevin Broll,0.75
12131,Frank Pingel,Florian Miguel,0.6923076923076923
12132,Koray Avcı,Koray Altinay,0.6086956521739131
12133,Ady Williams,Ryan Williams,0.8
12134,Tom Søndergaard,Thomas Grøgaard,0.6666666666666666
12135,Stefan Kuntz,Stefan Kulovits,0.7407407407407407
12136,Jonathan dos Santos,Jonatan Tollås Nation,0.65
12137,Renedy Singh,Harmeet Singh,0.64
12138,João Carlos dos Santos,João Carlos Cardoso Santo,0.8936170212765957
12139,Kenlyn Gonsalves,Allan Gonçalves Sousa,0.5945945945945946
12140,Remo Freuler,Reeve Frosler,0.64
12141,Aleksander Rodić,Alessandro Rossi,0.75
12142,José Carlos Guimarães,Jose Carlos Bizama Venegas,0.6808510638297872
12143,Achraf Dari,Achraf Lazaar,0.75
12144,Nicolás Tellez,Nicolás Vélez,0.8148148148148148
12145,Manuel Rosas,Manuel Konrad,0.72
12146,Emilio Izaguirre,Giulio Maggiore,0.6451612903225806
12147,Simon Colosimo,Simone Palombi,0.6428571428571429
12148,Eliseo Prado,Elio Capradossi,0.6666666666666666
12149,Maik Galakos,Maciej Gajos,0.6666666666666666
12150,Jean-Claude Bras,Jean-Claude Billong,0.7428571428571429
12151,Ajdin Hrustic,Ajdin Hrustic,1.0
12152,Aleksandr Ivanov,Aleksandar Jovanovic,0.8333333333333334
12153,Geraldo José da Silva,Pedro José  da Silva Trigueira,0.6666666666666666
12154,Liam Walker,Liam Sercombe,0.5833333333333334
12155,Javier Manjarín,Javier Darío Romo Barrón,0.5641025641025641
12156,Antonio Martina,Antonio Martínez López,0.7027027027027027
12157,Rifat Zhemaletdinov,Rifat Zhemaletdinov,1.0
12158,Juan Ayala,Juan Andrada,0.7272727272727273
12159,Gary Doherty,Greg Docherty,0.8
12160,Svein Mathisen,Gavin Massey,0.6153846153846154
12161,Gary Lineker,Gary Dicker,0.782608695652174
12162,Kévin Denkey,Jean-Kévin Duverne,0.6666666666666666
12163,Afonso Guimarães da Silva,Éverton Luiz Guimarães Bilher,0.5555555555555556
12164,Mats Nordgren,Mateusz Mozdzen,0.6428571428571429
12165,Milan Đurić,Milan Ðuric,0.8181818181818182
12166,Federico Vairo,Federico Gino,0.8148148148148148
12167,Jérémy Doku,Jérémy Vachoux,0.72
12168,David Kipiani,David Milinkovic,0.6896551724137931
12169,Fawaz Al Ahmad,Fawaz Al Qarni,0.7142857142857143
12170,Tyler Boyd,Terrence Boyd,0.6956521739130435
12171,Simeon Jackson,Simon Eastwood,0.6428571428571429
12172,Daniel Ruiz,Dante Rigo,0.6666666666666666
12173,Wilson Gaspar,Wilson Allan Rosan Dourado,0.5641025641025641
12174,Dimitris Markos,Dimitrios Goutas,0.7096774193548387
12175,Serge Trinchero,Serge Sidoine Tchaha Leuko,0.5853658536585366
12176,Bruno Fernandes,Bruno Pereira Mendes,0.7428571428571429
12178,Chris Megaloudis,Chris Shields,0.6896551724137931
12179,Joseph Bassey,Joseph Baffoe,0.7692307692307693
12180,Russell Latapy,Russell Martin,0.7142857142857143
12181,Franklin Salas,Franklin Wadja,0.7857142857142857
12182,Filipe Duarte,Filip Dagerstål,0.7142857142857143
12183,Samuel Umtiti,Fábio Samuel Amorim Silva,0.5263157894736842
12184,Nico Braun,Nicolò Cherubin,0.64
12185,Nuno Miguel Monteiro Rocha,Nuno Daniel Costeira Valente,0.5925925925925926
12186,Abbas Hassan Hassun,Ahmad Hassan Hassan Asiri,0.6818181818181818
12188,Nicolás Ramírez,Nicolás Linares,0.7333333333333333
12189,Michele Polverino,Michele Troiano,0.75
12190,José Macia,José Valencia,0.782608695652174
12191,Marcelo Sosa,Melvin Luan Regalo Sousa,0.5555555555555556
12192,Opoku Afriyie,Gboly Ariyibi,0.5384615384615384
