,Unnamed: 0,scorer,full_name,similarity,fn_tokens,pl_tokens,token_compare
3670,3871,José Manuel Velázquez,Luis Ángel Malagón Velázquez,0.6122448979591837,"['Luis', 'Ángel', 'Malagón', 'Velázquez']","['José', 'Manuel', 'Velázquez']",False
3671,3872,Sin Yong-nam,??? Sin Yeong Bae,0.6206896551724138,"['?', '?', '?', 'Sin', 'Yeong', 'Bae']","['Sin', 'Yong-nam']",False
3672,3874,Sebastián Soria,Jhoan Sebastián Ayala Sanabria,0.6222222222222222,"['Jhoan', 'Sebastián', 'Ayala', 'Sanabria']","['Sebastián', 'Soria']",False
3673,3875,Will Johnson,Will Atkinson,0.72,"['Will', 'Atkinson']","['Will', 'Johnson']",False
3674,3876,Mark Williams,Mark Ellis,0.782608695652174,"['Mark', 'Ellis']","['Mark', 'Williams']",False
3675,3877,Nicolás Otamendi,Nicolás Temperini,0.7272727272727273,"['Nicolás', 'Temperini']","['Nicolás', 'Otamendi']",False
3676,3878,Brice Mackaya,Arif Morkaya,0.64,"['Arif', 'Morkaya']","['Brice', 'Mackaya']",False
3677,3879,Robbie James,Robbie D'Haese,0.7692307692307693,"['Robbie', ""D'Haese""]","['Robbie', 'James']",False
3678,3880,Jules Alberto,Josué Albert,0.72,"['Josué', 'Albert']","['Jules', 'Alberto']",False
3679,3881,Jonathan Bornstein,Jonathan Benteke Lifeka,0.6829268292682927,"['Jonathan', 'Benteke', 'Lifeka']","['Jonathan', 'Bornstein']",False
3680,3882,Christian Dalger,Cristian Calderón,0.7878787878787878,"['Cristian', 'Calderón']","['Christian', 'Dalger']",False
3681,3884,Jan Bartram,Jan Bamert,0.7619047619047619,"['Jan', 'Bamert']","['Jan', 'Bartram']",False
3682,3885,Erik Johansen,Eirik Wichne,0.64,"['Eirik', 'Wichne']","['Erik', 'Johansen']",False
3683,3886,Ove Bech Nielsen,Jeppe Brinch-Vilhelmsen,0.5641025641025641,"['Jeppe', 'Brinch-Vilhelmsen']","['Ove', 'Bech', 'Nielsen']",False
3684,3887,Saïd Makasi,Saïf Tka,0.631578947368421,"['Saïf', 'Tka']","['Saïd', 'Makasi']",False
3685,3888,Edwin Cardona,Edwin Cerna,0.8333333333333334,"['Edwin', 'Cerna']","['Edwin', 'Cardona']",False
3686,3889,Matthias Herget,Mateusz Hewelt,0.6206896551724138,"['Mateusz', 'Hewelt']","['Matthias', 'Herget']",False
3687,3890,Johnny Leverón,John Steven Mondragón,0.6285714285714286,"['John', 'Steven', 'Mondragón']","['Johnny', 'Leverón']",False
3688,3891,Bryan Joseph,Evens Joseph,0.6666666666666666,"['Evens', 'Joseph']","['Bryan', 'Joseph']",False
3689,3892,Jhoan Sánchez,Juan Sánchez Purata,0.6875,"['Juan', 'Sánchez', 'Purata']","['Jhoan', 'Sánchez']",False
3690,3894,Julien Escudé,Julien Ponceau,0.6666666666666666,"['Julien', 'Ponceau']","['Julien', 'Escudé']",False
3691,3895,Filippo Fabbri,Filippo Sgarbi,0.7857142857142857,"['Filippo', 'Sgarbi']","['Filippo', 'Fabbri']",False
3692,3896,Toni Micevski,Tobias Warschewski,0.5806451612903226,"['Tobias', 'Warschewski']","['Toni', 'Micevski']",False
3693,3897,Daniel Ballard,Daniel Barlaser,0.8275862068965517,"['Daniel', 'Barlaser']","['Daniel', 'Ballard']",False
3694,3898,Chiedozie Ogbene,Chidi Omeje,0.6666666666666666,"['Chidi', 'Omeje']","['Chiedozie', 'Ogbene']",False
3695,3899,Marcelo Corrales,Martell  Taylor-Crossdale,0.5853658536585366,"['Martell', 'Taylor-Crossdale']","['Marcelo', 'Corrales']",False
3696,3900,Henry Motego,Henry Wingo,0.6956521739130435,"['Henry', 'Wingo']","['Henry', 'Motego']",False
3697,3901,Taye Taiwo,Tom Taiwo,0.7368421052631579,"['Tom', 'Taiwo']","['Taye', 'Taiwo']",False
3698,3902,Morten Rasmussen,Morten Knudsen,0.7333333333333333,"['Morten', 'Knudsen']","['Morten', 'Rasmussen']",False
3699,3903,Marcel Langiller,Marcelo Ivan Allende Bravo,0.6190476190476191,"['Marcelo', 'Ivan', 'Allende', 'Bravo']","['Marcel', 'Langiller']",False
3700,3904,Christopher Wreh,Christopher Brandeborn,0.7368421052631579,"['Christopher', 'Brandeborn']","['Christopher', 'Wreh']",False
3701,3905,Hans Schäfer,Lukas Scherff,0.64,"['Lukas', 'Scherff']","['Hans', 'Schäfer']",False
3702,3906,Trevor Hockey,Trevor Clarke,0.6923076923076923,"['Trevor', 'Clarke']","['Trevor', 'Hockey']",False
3703,3907,Sho Sasaki,Yuto Iwasaki,0.6363636363636364,"['Yuto', 'Iwasaki']","['Sho', 'Sasaki']",False
3704,3908,Roberto Linares,Evert Linthorst,0.6,"['Evert', 'Linthorst']","['Roberto', 'Linares']",False
3705,3909,Daniel Hasler,Daniel Carr,0.75,"['Daniel', 'Carr']","['Daniel', 'Hasler']",False
3706,3910,Daniel James,Daniel Jarl,0.782608695652174,"['Daniel', 'Jarl']","['Daniel', 'James']",False
3707,3911,Frank Klopas,Daan Klomp,0.6363636363636364,"['Daan', 'Klomp']","['Frank', 'Klopas']",False
3708,3912,Manuel Cardoni,Manuel Castro,0.8148148148148148,"['Manuel', 'Castro']","['Manuel', 'Cardoni']",False
3709,3913,Con Martin,Collin Martin,0.8695652173913043,"['Collin', 'Martin']","['Con', 'Martin']",False
3710,3914,Jack Charlton,Jack Chambers,0.6923076923076923,"['Jack', 'Chambers']","['Jack', 'Charlton']",False
3711,3915,Jose Maria Garcia,Hodei Oleaga Alarcia,0.5945945945945946,"['Hodei', 'Oleaga', 'Alarcia']","['Jose', 'Maria', 'Garcia']",False
3712,3916,Alejandro Romero Gamarra,Alejandro Zendejas Saavedra,0.6274509803921569,"['Alejandro', 'Zendejas', 'Saavedra']","['Alejandro', 'Romero', 'Gamarra']",False
3713,3917,Kevin Wimmer,Kevin Bigler,0.75,"['Kevin', 'Bigler']","['Kevin', 'Wimmer']",False
3714,3918,Daniel da Mota,Daniel Adam Jarvis,0.6875,"['Daniel', 'Adam', 'Jarvis']","['Daniel', 'da', 'Mota']",False
3715,3919,Marcus Danielson,Marcus Barnes,0.7586206896551724,"['Marcus', 'Barnes']","['Marcus', 'Danielson']",False
3716,3920,Zuhair Bakheet,Masood Bekheet,0.5714285714285714,"['Masood', 'Bekheet']","['Zuhair', 'Bakheet']",False
3717,3921,Stefan de Vrij,Stefan Peric,0.7692307692307693,"['Stefan', 'Peric']","['Stefan', 'de', 'Vrij']",False
3718,3922,André van Herpe,Geir André Herrem,0.625,"['Geir', 'André', 'Herrem']","['André', 'van', 'Herpe']",False
3719,3923,James Marcelin,James Marcinkowski,0.75,"['James', 'Marcinkowski']","['James', 'Marcelin']",False
3720,3924,Leonardo Palacios,Jackson David Montaño Palacios,0.5957446808510638,"['Jackson', 'David', 'Montaño', 'Palacios']","['Leonardo', 'Palacios']",False
3721,3925,Danny Ward,Danny Loader,0.7272727272727273,"['Danny', 'Loader']","['Danny', 'Ward']",False
3722,3926,Nils Rikberg,Nils Rütten,0.6086956521739131,"['Nils', 'Rütten']","['Nils', 'Rikberg']",False
3723,3927,Dan Coe,Darren Cole,0.7777777777777778,"['Darren', 'Cole']","['Dan', 'Coe']",False
3724,3928,Roberto Mosquera,Robert Mudražija,0.6875,"['Robert', 'Mudražija']","['Roberto', 'Mosquera']",False
3725,3929,Ady Williams,JJ Williams,0.782608695652174,"['JJ', 'Williams']","['Ady', 'Williams']",False
3726,3930,Mohamed Al Ghanodi,Hamed Al Ghamdi,0.7878787878787878,"['Hamed', 'Al', 'Ghamdi']","['Mohamed', 'Al', 'Ghanodi']",False
3727,3931,David Kelly,Gavin Reilly,0.6956521739130435,"['Gavin', 'Reilly']","['David', 'Kelly']",False
3728,3932,Neil Slatter,Callum Slattery,0.6666666666666666,"['Callum', 'Slattery']","['Neil', 'Slatter']",False
3729,3933,Jorge Costa,Joel Coustrain,0.72,"['Joel', 'Coustrain']","['Jorge', 'Costa']",False
3730,3936,Alejandro Moreno,Alessandro Buongiorno,0.7027027027027027,"['Alessandro', 'Buongiorno']","['Alejandro', 'Moreno']",False
3731,3938,Eberhard Vogel,Lukas Erhan Eberhard Gottwalt,0.5116279069767442,"['Lukas', 'Erhan', 'Eberhard', 'Gottwalt']","['Eberhard', 'Vogel']",False
3732,3939,Lennart Skoglund,Kim Skoglund,0.6428571428571429,"['Kim', 'Skoglund']","['Lennart', 'Skoglund']",False
3733,3940,Maciej Żurawski,Bartlomiej Urbanski,0.5882352941176471,"['Bartlomiej', 'Urbanski']","['Maciej', 'Żurawski']",False
3734,3941,José Velásquez,Jhon Velásquez,0.8571428571428571,"['Jhon', 'Velásquez']","['José', 'Velásquez']",False
3735,3942,Christian Dalger,Christian Kühlwetter,0.7222222222222222,"['Christian', 'Kühlwetter']","['Christian', 'Dalger']",False
3736,3944,Rashid Al-Wahaibi,Rashid Mahazi,0.7333333333333333,"['Rashid', 'Mahazi']","['Rashid', 'Al-Wahaibi']",False
3737,3945,Ernest Brenner,Erten Erenler,0.6666666666666666,"['Erten', 'Erenler']","['Ernest', 'Brenner']",False
3738,3946,Diego Pérez,Diego Cruz,0.7619047619047619,"['Diego', 'Cruz']","['Diego', 'Pérez']",False
3739,3947,Erich Beer,Eric Weeger,0.7619047619047619,"['Eric', 'Weeger']","['Erich', 'Beer']",False
3740,3948,Kamel Gabsi,Kamer Krasniqi,0.64,"['Kamer', 'Krasniqi']","['Kamel', 'Gabsi']",False
3741,3949,James Wong,James Gibbons,0.6956521739130435,"['James', 'Gibbons']","['James', 'Wong']",False
3742,3950,Alessandro Frigerio,Alessandro Favaro,0.7777777777777778,"['Alessandro', 'Favaro']","['Alessandro', 'Frigerio']",False
3743,3951,Alfredo Esteves,Ángel Algobia Esteves,0.6111111111111112,"['Ángel', 'Algobia', 'Esteves']","['Alfredo', 'Esteves']",False
3744,3952,Nathan Patterson,Nathan Ferguson,0.7741935483870968,"['Nathan', 'Ferguson']","['Nathan', 'Patterson']",False
3745,3954,Gabriel Enrique Gómez,Pablo Enrique Ruíz,0.6666666666666666,"['Pablo', 'Enrique', 'Ruíz']","['Gabriel', 'Enrique', 'Gómez']",True
3746,3955,Luke Ivor,Luke Croll,0.631578947368421,"['Luke', 'Croll']","['Luke', 'Ivor']",False
3747,3956,Farouk Gaafar,Faruk Çakir,0.6666666666666666,"['Faruk', 'Çakir']","['Farouk', 'Gaafar']",False
3748,3957,Jeison Murillo,Jesús Steven Murillo León,0.6153846153846154,"['Jesús', 'Steven', 'Murillo', 'León']","['Jeison', 'Murillo']",False
3749,3958,Martin Laursen,Martin Rauschenberg,0.7272727272727273,"['Martin', 'Rauschenberg']","['Martin', 'Laursen']",False
3750,3959,Valentín Mendoza,Valentín Burgoa,0.7096774193548387,"['Valentín', 'Burgoa']","['Valentín', 'Mendoza']",False
3751,3960,Abdullah Al-Dosari,Abdullah Al Harbi,0.8,"['Abdullah', 'Al', 'Harbi']","['Abdullah', 'Al-Dosari']",False
3752,3963,Tomasz Frankowski,Tomasz Makowski,0.875,"['Tomasz', 'Makowski']","['Tomasz', 'Frankowski']",False
3753,3965,Mario Yepes,Mario Seidel,0.6956521739130435,"['Mario', 'Seidel']","['Mario', 'Yepes']",False
3754,3966,Gustavo Peña,Gustavo Abregú,0.6923076923076923,"['Gustavo', 'Abregú']","['Gustavo', 'Peña']",False
3755,3967,Carlos Geerman,Ryo Germain,0.64,"['Ryo', 'Germain']","['Carlos', 'Geerman']",False
3756,3968,Ryan Bertrand,Ryan Strain,0.75,"['Ryan', 'Strain']","['Ryan', 'Bertrand']",False
3757,3969,Jacob Mulenga,Jacob Maddox,0.64,"['Jacob', 'Maddox']","['Jacob', 'Mulenga']",False
3758,3970,Marco Sandy,Marco Lund,0.7619047619047619,"['Marco', 'Lund']","['Marco', 'Sandy']",False
3759,3971,Diego Pérez,Diego Chávez,0.6956521739130435,"['Diego', 'Chávez']","['Diego', 'Pérez']",False
3760,3972,Roy Miller,Ricky Miller,0.8181818181818182,"['Ricky', 'Miller']","['Roy', 'Miller']",False
3761,3973,Jan Domarski,Vanja Drkušic,0.56,"['Vanja', 'Drkušic']","['Jan', 'Domarski']",False
3762,3974,Ryan Donk,Ryan Fulton,0.7,"['Ryan', 'Fulton']","['Ryan', 'Donk']",False
3763,3975,Patrick Aisa,Patrick Posipal,0.7407407407407407,"['Patrick', 'Posipal']","['Patrick', 'Aisa']",False
3764,3976,Marcílio Alves da Silva,Caio Marcelo Pinheiro da Silva,0.6415094339622641,"['Caio', 'Marcelo', 'Pinheiro', 'da', 'Silva']","['Marcílio', 'Alves', 'da', 'Silva']",True
3765,3979,Elias Tshimanga,Eisuke Fujishima,0.5806451612903226,"['Eisuke', 'Fujishima']","['Elias', 'Tshimanga']",False
3766,3980,Anthony Rougier,Anthony Racioppi,0.7096774193548387,"['Anthony', 'Racioppi']","['Anthony', 'Rougier']",False
3767,3981,Trent Sainsbury,Trent Buhagiar,0.6206896551724138,"['Trent', 'Buhagiar']","['Trent', 'Sainsbury']",False
3768,3982,Park Su-deok,Patrick Sussek,0.6923076923076923,"['Patrick', 'Sussek']","['Park', 'Su-deok']",False
3769,3983,Diego Fuser,Diego Altube Suárez,0.6,"['Diego', 'Altube', 'Suárez']","['Diego', 'Fuser']",False
3770,3984,Igor Yanovsky,Igor Lasicki,0.64,"['Igor', 'Lasicki']","['Igor', 'Yanovsky']",False
3771,3985,Miguel Ángel Brindisi,Miguel San Román Ferrándiz,0.5531914893617021,"['Miguel', 'San', 'Román', 'Ferrándiz']","['Miguel', 'Ángel', 'Brindisi']",False
3772,3986,Marcelino Martínez,Marcelo Ortíz,0.7741935483870968,"['Marcelo', 'Ortíz']","['Marcelino', 'Martínez']",False
3773,3988,Jan Koller,Jan Boller,0.9,"['Jan', 'Boller']","['Jan', 'Koller']",True
3774,3989,Adi Said,Adi Nalic,0.7058823529411765,"['Adi', 'Nalic']","['Adi', 'Said']",False
3775,3990,Mark Hateley,Marko Hausjell,0.6923076923076923,"['Marko', 'Hausjell']","['Mark', 'Hateley']",False
3776,3991,Félix Torres,Felix Horn Myhre,0.6428571428571429,"['Felix', 'Horn', 'Myhre']","['Félix', 'Torres']",False
3777,3992,Filip Đuričić,Filip Ugrinic,0.6923076923076923,"['Filip', 'Ugrinic']","['Filip', 'Đuričić']",False
3778,3993,Dave Gibson,Lewis Gibson,0.6956521739130435,"['Lewis', 'Gibson']","['Dave', 'Gibson']",False
3779,3994,Pietro Ferraris,Liandro Felipe Martis,0.5555555555555556,"['Liandro', 'Felipe', 'Martis']","['Pietro', 'Ferraris']",False
3780,3995,Emilio Izaguirre,Elliott Durrell,0.5806451612903226,"['Elliott', 'Durrell']","['Emilio', 'Izaguirre']",False
3781,3996,Noah Frick,Noah Fadiga,0.6666666666666666,"['Noah', 'Fadiga']","['Noah', 'Frick']",False
3782,3997,Eric Van Meir,Ersin Zehir,0.6666666666666666,"['Ersin', 'Zehir']","['Eric', 'Van', 'Meir']",False
3783,3998,Mustafa Ertan,Moustafa Zeidan,0.7142857142857143,"['Moustafa', 'Zeidan']","['Mustafa', 'Ertan']",False
3784,3999,Naea Bennett,Keanan Bennetts,0.7407407407407407,"['Keanan', 'Bennetts']","['Naea', 'Bennett']",False
3785,4000,Stefan Mugoša,Stefan Nigro,0.72,"['Stefan', 'Nigro']","['Stefan', 'Mugoša']",False
3786,4001,Keith Rowland,Keith Lowe,0.6956521739130435,"['Keith', 'Lowe']","['Keith', 'Rowland']",False
3787,4002,Łukasz Piszczek,Filip Piszczek,0.6206896551724138,"['Filip', 'Piszczek']","['Łukasz', 'Piszczek']",False
3788,4003,Wong Chi Keung,Jong Gyu Yeun,0.5925925925925926,"['Jong', 'Gyu', 'Yeun']","['Wong', 'Chi', 'Keung']",False
3789,4004,Gabriel Riera,Gabriel Resende Brazão,0.6857142857142857,"['Gabriel', 'Resende', 'Brazão']","['Gabriel', 'Riera']",False
3790,4005,Joaquín del Olmo,Joaquín Novillo,0.7096774193548387,"['Joaquín', 'Novillo']","['Joaquín', 'del', 'Olmo']",False
3791,4006,Nahum Stelmach,Noah Katterbach,0.6206896551724138,"['Noah', 'Katterbach']","['Nahum', 'Stelmach']",False
3792,4007,Gabriel Torje,Gabriele Gori,0.7692307692307693,"['Gabriele', 'Gori']","['Gabriel', 'Torje']",False
3793,4008,Guillermo Ochoa,Juan Guillermo Ochoa Tamayo,0.7142857142857143,"['Juan', 'Guillermo', 'Ochoa', 'Tamayo']","['Guillermo', 'Ochoa']",True
3794,4009,Munthir Khalaf,Moutir Chajia,0.6666666666666666,"['Moutir', 'Chajia']","['Munthir', 'Khalaf']",False
3795,4010,Mario Fernández,Diego Fernández,0.8,"['Diego', 'Fernández']","['Mario', 'Fernández']",False
3796,4011,Michael Chabala,Michael Thomas Tallaksen Crowe,0.5777777777777777,"['Michael', 'Thomas', 'Tallaksen', 'Crowe']","['Michael', 'Chabala']",False
3797,4012,Ashley Grimes,Ashley Nathaniel-George,0.5555555555555556,"['Ashley', 'Nathaniel-George']","['Ashley', 'Grimes']",False
3798,4013,Sékou Bamba,Göktug Bakirbas,0.5384615384615384,"['Göktug', 'Bakirbas']","['Sékou', 'Bamba']",False
3799,4014,Xavier Samin,Xavier Sintes Egea,0.6666666666666666,"['Xavier', 'Sintes', 'Egea']","['Xavier', 'Samin']",False
3800,4015,Diego Fuser,Diego Becker,0.6956521739130435,"['Diego', 'Becker']","['Diego', 'Fuser']",False
3801,4016,Brett Emerton,Tre Pemberton,0.6923076923076923,"['Tre', 'Pemberton']","['Brett', 'Emerton']",False
3802,4017,No Match,??? Ji Hyeok Yun,0.5,"['?', '?', '?', 'Ji', 'Hyeok', 'Yun']","['No', 'Match']",False
3803,4018,Ben Sahar,Younn Zahary,0.5714285714285714,"['Younn', 'Zahary']","['Ben', 'Sahar']",False
3804,4019,Miguel Sabah,Miguel Tapias,0.72,"['Miguel', 'Tapias']","['Miguel', 'Sabah']",False
3805,4020,Teruki Miyamoto,Cerruti Siya,0.5925925925925926,"['Cerruti', 'Siya']","['Teruki', 'Miyamoto']",False
3806,4021,Samir Kamouna,Maziar Kouhyar,0.5925925925925926,"['Maziar', 'Kouhyar']","['Samir', 'Kamouna']",False
3807,4022,Scott Wiseman,Scott Wilson,0.8,"['Scott', 'Wilson']","['Scott', 'Wiseman']",False
3808,4023,Rune Bratseth,Rune Frantsen,0.7692307692307693,"['Rune', 'Frantsen']","['Rune', 'Bratseth']",False
3809,4024,Giorgi Papunashvili,Giorgi Ivanishvili,0.8108108108108109,"['Giorgi', 'Ivanishvili']","['Giorgi', 'Papunashvili']",False
3810,4025,Nelson Melgar,Nelson Mandela Mbouhom,0.6285714285714286,"['Nelson', 'Mandela', 'Mbouhom']","['Nelson', 'Melgar']",False
3811,4026,Víctor Bonilla,Víctor Campuzano Bonilla,0.7368421052631579,"['Víctor', 'Campuzano', 'Bonilla']","['Víctor', 'Bonilla']",True
3812,4027,Andreas Malin,Andreas Hollingen,0.7333333333333333,"['Andreas', 'Hollingen']","['Andreas', 'Malin']",False
3813,4028,Jan Suchopárek,Dušan Melichárek,0.6,"['Dušan', 'Melichárek']","['Jan', 'Suchopárek']",False
3814,4029,Mathieu Bollen,Mathieu Choinière,0.6451612903225806,"['Mathieu', 'Choinière']","['Mathieu', 'Bollen']",False
3815,4030,Yevgeniy Lunev,Yevgeniy Smyrnyi,0.6666666666666666,"['Yevgeniy', 'Smyrnyi']","['Yevgeniy', 'Lunev']",False
3816,4031,Sander Berge,Espen Hammer Berger,0.5806451612903226,"['Espen', 'Hammer', 'Berger']","['Sander', 'Berge']",False
3817,4032,Johnny Gavin,Johnny Dunleavy,0.6666666666666666,"['Johnny', 'Dunleavy']","['Johnny', 'Gavin']",False
3818,4033,Tsuyoshi Kitazawa,Tsuyoshi Kodama,0.75,"['Tsuyoshi', 'Kodama']","['Tsuyoshi', 'Kitazawa']",False
3819,4034,Daniel Ulloa,Daniel Rebollo Franco,0.6666666666666666,"['Daniel', 'Rebollo', 'Franco']","['Daniel', 'Ulloa']",False
3820,4035,Brighton Sinyangwe,Bright Gyamfi,0.5806451612903226,"['Bright', 'Gyamfi']","['Brighton', 'Sinyangwe']",False
3821,4036,No Match,??? Jun Yub Kim,0.4666666666666667,"['?', '?', '?', 'Jun', 'Yub', 'Kim']","['No', 'Match']",False
3822,4037,George Best,George Bello,0.782608695652174,"['George', 'Bello']","['George', 'Best']",False
3823,4038,Michael Baur,Michael Gurski,0.7692307692307693,"['Michael', 'Gurski']","['Michael', 'Baur']",False
3824,4039,Christian Pulisic,Christian Ilic,0.8387096774193549,"['Christian', 'Ilic']","['Christian', 'Pulisic']",False
3825,4040,Ilja Antonov,Nemanja Antonov,0.7407407407407407,"['Nemanja', 'Antonov']","['Ilja', 'Antonov']",False
3826,4041,Emmanuel Poila,Emmanuel Arias,0.7857142857142857,"['Emmanuel', 'Arias']","['Emmanuel', 'Poila']",False
3827,4042,Abel Balbo,Axel Bamba,0.7,"['Axel', 'Bamba']","['Abel', 'Balbo']",False
3828,4043,Austin Berry,Justin Gulley,0.64,"['Justin', 'Gulley']","['Austin', 'Berry']",False
3829,4044,Mirlan Murzaev,Fozil Musaev,0.6153846153846154,"['Fozil', 'Musaev']","['Mirlan', 'Murzaev']",False
3830,4045,Fahad Al Kuwari,Saad Al Khayri,0.7586206896551724,"['Saad', 'Al', 'Khayri']","['Fahad', 'Al', 'Kuwari']",False
3831,4046,Aleksandar Petaković,Aleksandar Tsvetkov,0.8205128205128205,"['Aleksandar', 'Tsvetkov']","['Aleksandar', 'Petaković']",False
3832,4047,Tore Keller,Torbjørn Kallevåg,0.5714285714285714,"['Torbjørn', 'Kallevåg']","['Tore', 'Keller']",False
3833,4048,Niall Quinn,Niall Keown,0.6363636363636364,"['Niall', 'Keown']","['Niall', 'Quinn']",False
3834,4049,Olivier Dacourt,Oliver Drost,0.7407407407407407,"['Oliver', 'Drost']","['Olivier', 'Dacourt']",False
3835,4050,Steve Staunton,Levi Sutton,0.64,"['Levi', 'Sutton']","['Steve', 'Staunton']",False
3836,4051,Marcus Berg,Marcus Bean,0.8181818181818182,"['Marcus', 'Bean']","['Marcus', 'Berg']",False
3837,4052,Claudio Pizarro,Claudio Pombo,0.7142857142857143,"['Claudio', 'Pombo']","['Claudio', 'Pizarro']",False
3838,4053,Abdullah Mawei,Abdullah Majrashi,0.7741935483870968,"['Abdullah', 'Majrashi']","['Abdullah', 'Mawei']",False
3839,4054,Luki Gosche,Luke Joyce,0.6666666666666666,"['Luke', 'Joyce']","['Luki', 'Gosche']",False
3840,4055,Patrik Andersson,Erik Andersson,0.8666666666666667,"['Erik', 'Andersson']","['Patrik', 'Andersson']",False
3841,4056,Emad Mohammed,Usman Mohammed,0.8148148148148148,"['Usman', 'Mohammed']","['Emad', 'Mohammed']",False
3842,4058,Terry McDermott,Conor McDermott,0.7333333333333333,"['Conor', 'McDermott']","['Terry', 'McDermott']",False
3843,4059,Martin Jørgensen,Lars-Jørgen Salvesen,0.6111111111111112,"['Lars-Jørgen', 'Salvesen']","['Martin', 'Jørgensen']",False
3844,4060,Kily Álvarez,Kevin Álvarez,0.8,"['Kevin', 'Álvarez']","['Kily', 'Álvarez']",False
3845,4061,Peter Barnes,Peter Grant,0.6956521739130435,"['Peter', 'Grant']","['Peter', 'Barnes']",False
3846,4062,Arto Tolsa,Ayo Akinola,0.5714285714285714,"['Ayo', 'Akinola']","['Arto', 'Tolsa']",False
3847,4063,Przemysław Frankowski,Przemyslaw Wisniewski,0.7142857142857143,"['Przemyslaw', 'Wisniewski']","['Przemysław', 'Frankowski']",False
3848,4065,Constantin Barbu,Botti Biabi,0.5925925925925926,"['Botti', 'Biabi']","['Constantin', 'Barbu']",False
3849,4066,Víctor Ugarte,Víctor Mollejo Carpintero,0.5789473684210527,"['Víctor', 'Mollejo', 'Carpintero']","['Víctor', 'Ugarte']",False
3850,4067,Joel Lindpere,Joel Qwiberg,0.64,"['Joel', 'Qwiberg']","['Joel', 'Lindpere']",False
3851,4068,Samuel Smyth,Sam Smith,0.7619047619047619,"['Sam', 'Smith']","['Samuel', 'Smyth']",False
3852,4070,John Barnes,Josh Barrett,0.6956521739130435,"['Josh', 'Barrett']","['John', 'Barnes']",False
3853,4071,Michel Valke,Michele Vano,0.75,"['Michele', 'Vano']","['Michel', 'Valke']",False
3854,4072,Albino Rodríguez,Alexis Rodríguez,0.8125,"['Alexis', 'Rodríguez']","['Albino', 'Rodríguez']",False
3855,4073,Elmer Martínez,Edson Aldair García Martínez,0.5714285714285714,"['Edson', 'Aldair', 'García', 'Martínez']","['Elmer', 'Martínez']",True
3856,4074,Metin Oktay,Saqer Otayf,0.5454545454545454,"['Saqer', 'Otayf']","['Metin', 'Oktay']",False
3857,4075,Mohamed Kamara,Mohamed Camara,0.9285714285714286,"['Mohamed', 'Camara']","['Mohamed', 'Kamara']",False
3858,4076,Dennis Marshall,Dennis Smarsch,0.7586206896551724,"['Dennis', 'Smarsch']","['Dennis', 'Marshall']",False
3859,4077,Abdulwasea Al-Matari,Abdulmalek Al Shammary,0.6190476190476191,"['Abdulmalek', 'Al', 'Shammary']","['Abdulwasea', 'Al-Matari']",False
3860,4078,Patricio Urrutia,Patricio Monti,0.7333333333333333,"['Patricio', 'Monti']","['Patricio', 'Urrutia']",False
3861,4079,Cornelius Casey,Kornelius Hansen,0.7741935483870968,"['Kornelius', 'Hansen']","['Cornelius', 'Casey']",False
3862,4080,Jordan Ayew,Jordan Lyden,0.782608695652174,"['Jordan', 'Lyden']","['Jordan', 'Ayew']",False
3863,4081,Henri Klein,Leutrim Kryeziu,0.5384615384615384,"['Leutrim', 'Kryeziu']","['Henri', 'Klein']",False
3864,4082,Granit Xhaka,Arbenit Xhemajli,0.5714285714285714,"['Arbenit', 'Xhemajli']","['Granit', 'Xhaka']",False
3865,4083,Mario Frick,Omari Patrick,0.6666666666666666,"['Omari', 'Patrick']","['Mario', 'Frick']",False
3866,4085,Marlos Moreno,Camilo Andres Moya Carreno,0.5641025641025641,"['Camilo', 'Andres', 'Moya', 'Carreno']","['Marlos', 'Moreno']",False
3867,4086,Matthew Upson,Sam Matthews,0.64,"['Sam', 'Matthews']","['Matthew', 'Upson']",False
3868,4087,Óscar Aguilera,Óscar Gil Regaño,0.6666666666666666,"['Óscar', 'Gil', 'Regaño']","['Óscar', 'Aguilera']",False
3869,4089,Mario Stanić,Jozo Stanic,0.6086956521739131,"['Jozo', 'Stanic']","['Mario', 'Stanić']",False
3870,4090,Lucas Neill,Luca Pfeiffer,0.5833333333333334,"['Luca', 'Pfeiffer']","['Lucas', 'Neill']",False
3871,4091,Johnny Hall,Connor Hall,0.7272727272727273,"['Connor', 'Hall']","['Johnny', 'Hall']",False
3872,4092,Maor Melikson,Naod Mekonnen,0.6153846153846154,"['Naod', 'Mekonnen']","['Maor', 'Melikson']",False
3873,4093,George McCartney,George McEachran,0.75,"['George', 'McEachran']","['George', 'McCartney']",False
3874,4094,Erik Hagen,Erik Henschel,0.6956521739130435,"['Erik', 'Henschel']","['Erik', 'Hagen']",False
3875,4095,Delio Gamboa,Alexis Gamboa,0.72,"['Alexis', 'Gamboa']","['Delio', 'Gamboa']",False
3876,4096,Paul Hartley,Paul Gartler,0.8333333333333334,"['Paul', 'Gartler']","['Paul', 'Hartley']",False
3877,4097,Derek Spence,Derek Pender,0.75,"['Derek', 'Pender']","['Derek', 'Spence']",False
3878,4100,Bryan Robson,Ethan Robson,0.75,"['Ethan', 'Robson']","['Bryan', 'Robson']",False
3879,4101,Dave Mitchell,Adam Mitchell,0.7692307692307693,"['Adam', 'Mitchell']","['Dave', 'Mitchell']",False
